run_name,checkpoint,checkpoint_path,method,r_value,n_samples,seed,nfe,nfe_b0,nfe_b10,mean_b10_shift,status,all_modes,confidently_annotated_modes,covered_populations,covered_population_names,mean_purity_labeled_annotated,mean_unassigned_annotated,mean_knn_dist_annotated,confident_modes,mean_purity_labeled_conf,mean_unassigned_conf,mean_knn_dist_conf,elapsed_sec,modes_path,eval_path,best_path
all_b10_n1000_R0.8_seed0,all,checkpoints/levine13_all_100k.pt,b10,0.8,1000,0,1010000,1000000,1010000,1.969602346420288,ok,911,254,9,CD11bhi_Monocyte_cells;Erythroblast_cells;Mature_CD38lo_B_cells;Mature_CD4+_T_cells;Mature_CD8+_T_cells;Megakaryocyte_cells;NK_cells;Naive_CD4+_T_cells;Naive_CD8+_T_cells,0.9903153246513201,0.09118110236220472,1.134046895106116,254,0.9903153246513201,0.09118110236220472,1.134046895106116,3.4581050872802734,results_levine13/baseline_sample_sweep/modes_all_b10_n1000_R0.8_seed0.npy,results_levine13/baseline_sample_sweep/eval_all_b10_n1000_R0.8_seed0.csv,results_levine13/baseline_sample_sweep/best_per_population_all_b10_n1000_R0.8_seed0.csv
all_b10_n1000_R1_seed0,all,checkpoints/levine13_all_100k.pt,b10,1.0,1000,0,1010000,1000000,1010000,1.969602346420288,ok,829,226,9,CD11bhi_Monocyte_cells;Erythroblast_cells;Mature_CD38lo_B_cells;Mature_CD4+_T_cells;Mature_CD8+_T_cells;Megakaryocyte_cells;NK_cells;Naive_CD4+_T_cells;Naive_CD8+_T_cells,0.9895715844149408,0.0918141592920354,1.1486420416662169,226,0.9895715844149408,0.0918141592920354,1.1486420416662169,3.449105978012085,results_levine13/baseline_sample_sweep/modes_all_b10_n1000_R1_seed0.npy,results_levine13/baseline_sample_sweep/eval_all_b10_n1000_R1_seed0.csv,results_levine13/baseline_sample_sweep/best_per_population_all_b10_n1000_R1_seed0.csv
all_b10_n1000_R1.2_seed0,all,checkpoints/levine13_all_100k.pt,b10,1.2,1000,0,1010000,1000000,1010000,1.969602346420288,ok,758,201,9,CD11bhi_Monocyte_cells;Erythroblast_cells;Mature_CD38lo_B_cells;Mature_CD4+_T_cells;Mature_CD8+_T_cells;Megakaryocyte_cells;NK_cells;Naive_CD4+_T_cells;Naive_CD8+_T_cells,0.9890695195381202,0.0916915422885572,1.1550068342459647,201,0.9890695195381202,0.0916915422885572,1.1550068342459647,3.6883890628814697,results_levine13/baseline_sample_sweep/modes_all_b10_n1000_R1.2_seed0.npy,results_levine13/baseline_sample_sweep/eval_all_b10_n1000_R1.2_seed0.csv,results_levine13/baseline_sample_sweep/best_per_population_all_b10_n1000_R1.2_seed0.csv
all_b10_n1000_R1.5_seed0,all,checkpoints/levine13_all_100k.pt,b10,1.5,1000,0,1010000,1000000,1010000,1.969602346420288,ok,614,148,8,CD11bhi_Monocyte_cells;Erythroblast_cells;Mature_CD38lo_B_cells;Mature_CD4+_T_cells;Mature_CD8+_T_cells;NK_cells;Naive_CD4+_T_cells;Naive_CD8+_T_cells,0.9909534667185842,0.09371621621621622,1.1564191593724125,148,0.9909534667185842,0.09371621621621622,1.1564191593724125,2.3530290126800537,results_levine13/baseline_sample_sweep/modes_all_b10_n1000_R1.5_seed0.npy,results_levine13/baseline_sample_sweep/eval_all_b10_n1000_R1.5_seed0.csv,results_levine13/baseline_sample_sweep/best_per_population_all_b10_n1000_R1.5_seed0.csv
all_b10_n1000_R2_seed0,all,checkpoints/levine13_all_100k.pt,b10,2.0,1000,0,1010000,1000000,1010000,1.969602346420288,ok,409,94,8,CD11bhi_Monocyte_cells;Erythroblast_cells;Mature_CD38lo_B_cells;Mature_CD4+_T_cells;Mature_CD8+_T_cells;NK_cells;Naive_CD4+_T_cells;Naive_CD8+_T_cells,0.9913627714179497,0.08585106382978723,1.1461768818930533,94,0.9913627714179497,0.08585106382978723,1.1461768818930533,2.5065600872039795,results_levine13/baseline_sample_sweep/modes_all_b10_n1000_R2_seed0.npy,results_levine13/baseline_sample_sweep/eval_all_b10_n1000_R2_seed0.csv,results_levine13/baseline_sample_sweep/best_per_population_all_b10_n1000_R2_seed0.csv
all_b10_n1000_R2.5_seed0,all,checkpoints/levine13_all_100k.pt,b10,2.5,1000,0,1010000,1000000,1010000,1.969602346420288,ok,275,59,7,Erythroblast_cells;Mature_CD38lo_B_cells;Mature_CD4+_T_cells;Mature_CD8+_T_cells;NK_cells;Naive_CD4+_T_cells;Naive_CD8+_T_cells,0.9915016275873495,0.08254237288135596,1.117189150937487,59,0.9915016275873495,0.08254237288135596,1.117189150937487,1.1974399089813232,results_levine13/baseline_sample_sweep/modes_all_b10_n1000_R2.5_seed0.npy,results_levine13/baseline_sample_sweep/eval_all_b10_n1000_R2.5_seed0.csv,results_levine13/baseline_sample_sweep/best_per_population_all_b10_n1000_R2.5_seed0.csv
all_b10_n1000_R3_seed0,all,checkpoints/levine13_all_100k.pt,b10,3.0,1000,0,1010000,1000000,1010000,1.969602346420288,ok,176,31,7,Erythroblast_cells;Mature_CD38lo_B_cells;Mature_CD4+_T_cells;Mature_CD8+_T_cells;NK_cells;Naive_CD4+_T_cells;Naive_CD8+_T_cells,0.9957337552581628,0.06838709677419356,1.12040272416697,31,0.9957337552581628,0.06838709677419356,1.12040272416697,1.0034301280975342,results_levine13/baseline_sample_sweep/modes_all_b10_n1000_R3_seed0.npy,results_levine13/baseline_sample_sweep/eval_all_b10_n1000_R3_seed0.csv,results_levine13/baseline_sample_sweep/best_per_population_all_b10_n1000_R3_seed0.csv
all_b10_n1000_R4_seed0,all,checkpoints/levine13_all_100k.pt,b10,4.0,1000,0,1010000,1000000,1010000,1.969602346420288,ok,86,14,7,Erythroblast_cells;Mature_CD38lo_B_cells;Mature_CD4+_T_cells;Mature_CD8+_T_cells;NK_cells;Naive_CD4+_T_cells;Naive_CD8+_T_cells,0.9881678381645235,0.08571428571428573,1.193690325310277,14,0.9881678381645235,0.08571428571428573,1.193690325310277,1.3257391452789307,results_levine13/baseline_sample_sweep/modes_all_b10_n1000_R4_seed0.npy,results_levine13/baseline_sample_sweep/eval_all_b10_n1000_R4_seed0.csv,results_levine13/baseline_sample_sweep/best_per_population_all_b10_n1000_R4_seed0.csv
all_b0_n2000_R0.5_seed0,all,checkpoints/levine13_all_100k.pt,b0,0.5,2000,0,2000000,2000000,2020000,1.98844575881958,ok,1998,603,10,CD11bhi_Monocyte_cells;Erythroblast_cells;Mature_CD38lo_B_cells;Mature_CD4+_T_cells;Mature_CD8+_T_cells;Megakaryocyte_cells;NK_cells;Naive_CD4+_T_cells;Naive_CD8+_T_cells;Pre-B_II_cells,0.9898035512237373,0.07945273631840796,1.1503703955105624,603,0.9898035512237373,0.07945273631840796,1.1503703955105624,6.940047979354858,results_levine13/baseline_sample_sweep/modes_all_b0_n2000_R0.5_seed0.npy,results_levine13/baseline_sample_sweep/eval_all_b0_n2000_R0.5_seed0.csv,results_levine13/baseline_sample_sweep/best_per_population_all_b0_n2000_R0.5_seed0.csv
all_b0_n2000_R0.8_seed0,all,checkpoints/levine13_all_100k.pt,b0,0.8,2000,0,2000000,2000000,2020000,1.98844575881958,ok,1956,577,10,CD11bhi_Monocyte_cells;Erythroblast_cells;Mature_CD38lo_B_cells;Mature_CD4+_T_cells;Mature_CD8+_T_cells;Megakaryocyte_cells;NK_cells;Naive_CD4+_T_cells;Naive_CD8+_T_cells;Pre-B_II_cells,0.9899255795376686,0.08121317157712306,1.1682878757247244,577,0.9899255795376686,0.08121317157712306,1.1682878757247244,6.193483829498291,results_levine13/baseline_sample_sweep/modes_all_b0_n2000_R0.8_seed0.npy,results_levine13/baseline_sample_sweep/eval_all_b0_n2000_R0.8_seed0.csv,results_levine13/baseline_sample_sweep/best_per_population_all_b0_n2000_R0.8_seed0.csv
all_b0_n2000_R1_seed0,all,checkpoints/levine13_all_100k.pt,b0,1.0,2000,0,2000000,2000000,2020000,1.98844575881958,ok,1847,524,10,CD11bhi_Monocyte_cells;Erythroblast_cells;Mature_CD38lo_B_cells;Mature_CD4+_T_cells;Mature_CD8+_T_cells;Megakaryocyte_cells;NK_cells;Naive_CD4+_T_cells;Naive_CD8+_T_cells;Pre-B_II_cells,0.9894371568215695,0.08324427480916032,1.1895133617454712,524,0.9894371568215695,0.08324427480916032,1.1895133617454712,6.254437685012817,results_levine13/baseline_sample_sweep/modes_all_b0_n2000_R1_seed0.npy,results_levine13/baseline_sample_sweep/eval_all_b0_n2000_R1_seed0.csv,results_levine13/baseline_sample_sweep/best_per_population_all_b0_n2000_R1_seed0.csv
all_b0_n2000_R1.2_seed0,all,checkpoints/levine13_all_100k.pt,b0,1.2,2000,0,2000000,2000000,2020000,1.98844575881958,ok,1696,449,10,CD11bhi_Monocyte_cells;Erythroblast_cells;Mature_CD38lo_B_cells;Mature_CD4+_T_cells;Mature_CD8+_T_cells;Megakaryocyte_cells;NK_cells;Naive_CD4+_T_cells;Naive_CD8+_T_cells;Pre-B_II_cells,0.9895391900758641,0.08434298440979957,1.2130428493198928,449,0.9895391900758641,0.08434298440979957,1.2130428493198928,4.59132194519043,results_levine13/baseline_sample_sweep/modes_all_b0_n2000_R1.2_seed0.npy,results_levine13/baseline_sample_sweep/eval_all_b0_n2000_R1.2_seed0.csv,results_levine13/baseline_sample_sweep/best_per_population_all_b0_n2000_R1.2_seed0.csv
all_b0_n2000_R1.5_seed0,all,checkpoints/levine13_all_100k.pt,b0,1.5,2000,0,2000000,2000000,2020000,1.98844575881958,ok,1402,347,10,CD11bhi_Monocyte_cells;Erythroblast_cells;Mature_CD38lo_B_cells;Mature_CD4+_T_cells;Mature_CD8+_T_cells;Megakaryocyte_cells;NK_cells;Naive_CD4+_T_cells;Naive_CD8+_T_cells;Pre-B_II_cells,0.9899502871711485,0.08576368876080692,1.2304315917308415,347,0.9899502871711485,0.08576368876080692,1.2304315917308415,5.003180980682373,results_levine13/baseline_sample_sweep/modes_all_b0_n2000_R1.5_seed0.npy,results_levine13/baseline_sample_sweep/eval_all_b0_n2000_R1.5_seed0.csv,results_levine13/baseline_sample_sweep/best_per_population_all_b0_n2000_R1.5_seed0.csv
all_b0_n2000_R2_seed0,all,checkpoints/levine13_all_100k.pt,b0,2.0,2000,0,2000000,2000000,2020000,1.98844575881958,ok,927,204,10,CD11bhi_Monocyte_cells;Erythroblast_cells;Mature_CD38lo_B_cells;Mature_CD4+_T_cells;Mature_CD8+_T_cells;Megakaryocyte_cells;NK_cells;Naive_CD4+_T_cells;Naive_CD8+_T_cells;Pre-B_II_cells,0.9905240147528918,0.07813725490196079,1.2237408492647261,204,0.9905240147528918,0.07813725490196079,1.2237408492647261,3.214416980743408,results_levine13/baseline_sample_sweep/modes_all_b0_n2000_R2_seed0.npy,results_levine13/baseline_sample_sweep/eval_all_b0_n2000_R2_seed0.csv,results_levine13/baseline_sample_sweep/best_per_population_all_b0_n2000_R2_seed0.csv
all_b0_n2000_R2.5_seed0,all,checkpoints/levine13_all_100k.pt,b0,2.5,2000,0,2000000,2000000,2020000,1.98844575881958,ok,596,129,9,CD11bhi_Monocyte_cells;Erythroblast_cells;Mature_CD38lo_B_cells;Mature_CD4+_T_cells;Mature_CD8+_T_cells;Megakaryocyte_cells;NK_cells;Naive_CD4+_T_cells;Naive_CD8+_T_cells,0.9902940020625894,0.07418604651162791,1.1848907574173366,129,0.9902940020625894,0.07418604651162791,1.1848907574173366,1.79659104347229,results_levine13/baseline_sample_sweep/modes_all_b0_n2000_R2.5_seed0.npy,results_levine13/baseline_sample_sweep/eval_all_b0_n2000_R2.5_seed0.csv,results_levine13/baseline_sample_sweep/best_per_population_all_b0_n2000_R2.5_seed0.csv
all_b0_n2000_R3_seed0,all,checkpoints/levine13_all_100k.pt,b0,3.0,2000,0,2000000,2000000,2020000,1.98844575881958,ok,369,78,9,Erythroblast_cells;Mature_CD38lo_B_cells;Mature_CD4+_T_cells;Mature_CD8+_T_cells;Megakaryocyte_cells;NK_cells;Naive_CD4+_T_cells;Naive_CD8+_T_cells;Pre-B_II_cells,0.9926145276834728,0.07153846153846155,1.1210024139881984,78,0.9926145276834728,0.07153846153846155,1.1210024139881984,1.030677080154419,results_levine13/baseline_sample_sweep/modes_all_b0_n2000_R3_seed0.npy,results_levine13/baseline_sample_sweep/eval_all_b0_n2000_R3_seed0.csv,results_levine13/baseline_sample_sweep/best_per_population_all_b0_n2000_R3_seed0.csv
all_b0_n2000_R4_seed0,all,checkpoints/levine13_all_100k.pt,b0,4.0,2000,0,2000000,2000000,2020000,1.98844575881958,ok,154,33,9,Erythroblast_cells;Mature_CD38lo_B_cells;Mature_CD4+_T_cells;Mature_CD8+_T_cells;Megakaryocyte_cells;NK_cells;Naive_CD4+_T_cells;Naive_CD8+_T_cells;Pre-B_II_cells,0.9953737990243375,0.06727272727272728,1.0360386825357581,33,0.9953737990243375,0.06727272727272728,1.0360386825357581,0.6095390319824219,results_levine13/baseline_sample_sweep/modes_all_b0_n2000_R4_seed0.npy,results_levine13/baseline_sample_sweep/eval_all_b0_n2000_R4_seed0.csv,results_levine13/baseline_sample_sweep/best_per_population_all_b0_n2000_R4_seed0.csv
all_b10_n2000_R0.5_seed0,all,checkpoints/levine13_all_100k.pt,b10,0.5,2000,0,2020000,2000000,2020000,1.98844575881958,ok,1949,578,10,CD11bhi_Monocyte_cells;Erythroblast_cells;Mature_CD38lo_B_cells;Mature_CD4+_T_cells;Mature_CD8+_T_cells;Megakaryocyte_cells;NK_cells;Naive_CD4+_T_cells;Naive_CD8+_T_cells;Pre-B_II_cells,0.9911382424262543,0.09190311418685122,1.1454710546625466,578,0.9911382424262543,0.09190311418685122,1.1454710546625466,5.023254871368408,results_levine13/baseline_sample_sweep/modes_all_b10_n2000_R0.5_seed0.npy,results_levine13/baseline_sample_sweep/eval_all_b10_n2000_R0.5_seed0.csv,results_levine13/baseline_sample_sweep/best_per_population_all_b10_n2000_R0.5_seed0.csv
all_b10_n2000_R0.8_seed0,all,checkpoints/levine13_all_100k.pt,b10,0.8,2000,0,2020000,2000000,2020000,1.98844575881958,ok,1770,486,10,CD11bhi_Monocyte_cells;Erythroblast_cells;Mature_CD38lo_B_cells;Mature_CD4+_T_cells;Mature_CD8+_T_cells;Megakaryocyte_cells;NK_cells;Naive_CD4+_T_cells;Naive_CD8+_T_cells;Pre-B_II_cells,0.99058040523641,0.0926954732510288,1.1701058166124583,486,0.99058040523641,0.0926954732510288,1.1701058166124583,4.3311240673065186,results_levine13/baseline_sample_sweep/modes_all_b10_n2000_R0.8_seed0.npy,results_levine13/baseline_sample_sweep/eval_all_b10_n2000_R0.8_seed0.csv,results_levine13/baseline_sample_sweep/best_per_population_all_b10_n2000_R0.8_seed0.csv
all_b10_n2000_R1_seed0,all,checkpoints/levine13_all_100k.pt,b10,1.0,2000,0,2020000,2000000,2020000,1.98844575881958,ok,1578,415,10,CD11bhi_Monocyte_cells;Erythroblast_cells;Mature_CD38lo_B_cells;Mature_CD4+_T_cells;Mature_CD8+_T_cells;Megakaryocyte_cells;NK_cells;Naive_CD4+_T_cells;Naive_CD8+_T_cells;Pre-B_II_cells,0.9905279463508888,0.09368674698795179,1.1898937967443715,415,0.9905279463508888,0.09368674698795179,1.1898937967443715,3.5290701389312744,results_levine13/baseline_sample_sweep/modes_all_b10_n2000_R1_seed0.npy,results_levine13/baseline_sample_sweep/eval_all_b10_n2000_R1_seed0.csv,results_levine13/baseline_sample_sweep/best_per_population_all_b10_n2000_R1_seed0.csv
all_b10_n2000_R1.2_seed0,all,checkpoints/levine13_all_100k.pt,b10,1.2,2000,0,2020000,2000000,2020000,1.98844575881958,ok,1386,351,10,CD11bhi_Monocyte_cells;Erythroblast_cells;Mature_CD38lo_B_cells;Mature_CD4+_T_cells;Mature_CD8+_T_cells;Megakaryocyte_cells;NK_cells;Naive_CD4+_T_cells;Naive_CD8+_T_cells;Pre-B_II_cells,0.9902271651368603,0.0943874643874644,1.2010473049262758,351,0.9902271651368603,0.0943874643874644,1.2010473049262758,3.2905540466308594,results_levine13/baseline_sample_sweep/modes_all_b10_n2000_R1.2_seed0.npy,results_levine13/baseline_sample_sweep/eval_all_b10_n2000_R1.2_seed0.csv,results_levine13/baseline_sample_sweep/best_per_population_all_b10_n2000_R1.2_seed0.csv
all_b10_n2000_R1.5_seed0,all,checkpoints/levine13_all_100k.pt,b10,1.5,2000,0,2020000,2000000,2020000,1.98844575881958,ok,1086,265,9,Erythroblast_cells;Mature_CD38lo_B_cells;Mature_CD4+_T_cells;Mature_CD8+_T_cells;Megakaryocyte_cells;NK_cells;Naive_CD4+_T_cells;Naive_CD8+_T_cells;Pre-B_II_cells,0.9899381157681023,0.09762264150943396,1.205082572716114,265,0.9899381157681023,0.09762264150943396,1.205082572716114,2.581014633178711,results_levine13/baseline_sample_sweep/modes_all_b10_n2000_R1.5_seed0.npy,results_levine13/baseline_sample_sweep/eval_all_b10_n2000_R1.5_seed0.csv,results_levine13/baseline_sample_sweep/best_per_population_all_b10_n2000_R1.5_seed0.csv
all_b10_n2000_R2_seed0,all,checkpoints/levine13_all_100k.pt,b10,2.0,2000,0,2020000,2000000,2020000,1.98844575881958,ok,703,161,8,Erythroblast_cells;Mature_CD38lo_B_cells;Mature_CD4+_T_cells;Mature_CD8+_T_cells;Myelocyte_cells;NK_cells;Naive_CD4+_T_cells;Naive_CD8+_T_cells,0.9900079241893168,0.09335403726708075,1.1841113813162012,161,0.9900079241893168,0.09335403726708075,1.1841113813162012,1.7455639839172363,results_levine13/baseline_sample_sweep/modes_all_b10_n2000_R2_seed0.npy,results_levine13/baseline_sample_sweep/eval_all_b10_n2000_R2_seed0.csv,results_levine13/baseline_sample_sweep/best_per_population_all_b10_n2000_R2_seed0.csv
all_b10_n2000_R2.5_seed0,all,checkpoints/levine13_all_100k.pt,b10,2.5,2000,0,2020000,2000000,2020000,1.98844575881958,ok,453,94,8,Erythroblast_cells;Mature_CD38lo_B_cells;Mature_CD4+_T_cells;Mature_CD8+_T_cells;Myelocyte_cells;NK_cells;Naive_CD4+_T_cells;Naive_CD8+_T_cells,0.9934518767045462,0.08744680851063832,1.1537739950530288,94,0.9934518767045462,0.08744680851063832,1.1537739950530288,1.2549099922180176,results_levine13/baseline_sample_sweep/modes_all_b10_n2000_R2.5_seed0.npy,results_levine13/baseline_sample_sweep/eval_all_b10_n2000_R2.5_seed0.csv,results_levine13/baseline_sample_sweep/best_per_population_all_b10_n2000_R2.5_seed0.csv
all_b10_n2000_R3_seed0,all,checkpoints/levine13_all_100k.pt,b10,3.0,2000,0,2020000,2000000,2020000,1.98844575881958,ok,288,55,7,Erythroblast_cells;Mature_CD38lo_B_cells;Mature_CD4+_T_cells;Mature_CD8+_T_cells;NK_cells;Naive_CD4+_T_cells;Naive_CD8+_T_cells,0.9931420108374842,0.088,1.178141399334171,55,0.9931420108374842,0.088,1.178141399334171,0.9581632614135742,results_levine13/baseline_sample_sweep/modes_all_b10_n2000_R3_seed0.npy,results_levine13/baseline_sample_sweep/eval_all_b10_n2000_R3_seed0.csv,results_levine13/baseline_sample_sweep/best_per_population_all_b10_n2000_R3_seed0.csv
all_b10_n2000_R4_seed0,all,checkpoints/levine13_all_100k.pt,b10,4.0,2000,0,2020000,2000000,2020000,1.98844575881958,ok,141,22,7,Erythroblast_cells;Mature_CD38lo_B_cells;Mature_CD4+_T_cells;Mature_CD8+_T_cells;NK_cells;Naive_CD4+_T_cells;Naive_CD8+_T_cells,0.9969004261913987,0.0881818181818182,1.1609877141495857,22,0.9969004261913987,0.0881818181818182,1.1609877141495857,0.6698639392852783,results_levine13/baseline_sample_sweep/modes_all_b10_n2000_R4_seed0.npy,results_levine13/baseline_sample_sweep/eval_all_b10_n2000_R4_seed0.csv,results_levine13/baseline_sample_sweep/best_per_population_all_b10_n2000_R4_seed0.csv
all_b0_n5000_R0.5_seed0,all,checkpoints/levine13_all_100k.pt,b0,0.5,5000,0,5000000,5000000,5050000,2.1207094192504883,ok,4988,1502,10,CD11bhi_Monocyte_cells;Erythroblast_cells;Mature_CD38lo_B_cells;Mature_CD4+_T_cells;Mature_CD8+_T_cells;Megakaryocyte_cells;NK_cells;Naive_CD4+_T_cells;Naive_CD8+_T_cells;Pre-B_II_cells,0.9900022138408661,0.07924101198402131,1.1348723047378741,1502,0.9900022138408661,0.07924101198402131,1.1348723047378741,10.49053406715393,results_levine13/baseline_sample_sweep/modes_all_b0_n5000_R0.5_seed0.npy,results_levine13/baseline_sample_sweep/eval_all_b0_n5000_R0.5_seed0.csv,results_levine13/baseline_sample_sweep/best_per_population_all_b0_n5000_R0.5_seed0.csv
all_b0_n5000_R0.8_seed0,all,checkpoints/levine13_all_100k.pt,b0,0.8,5000,0,5000000,5000000,5050000,2.1207094192504883,ok,4810,1388,10,CD11bhi_Monocyte_cells;Erythroblast_cells;Mature_CD38lo_B_cells;Mature_CD4+_T_cells;Mature_CD8+_T_cells;Megakaryocyte_cells;NK_cells;Naive_CD4+_T_cells;Naive_CD8+_T_cells;Pre-B_II_cells,0.989925009971075,0.08113112391930836,1.1583859361931144,1388,0.989925009971075,0.08113112391930836,1.1583859361931144,10.100758790969849,results_levine13/baseline_sample_sweep/modes_all_b0_n5000_R0.8_seed0.npy,results_levine13/baseline_sample_sweep/eval_all_b0_n5000_R0.8_seed0.csv,results_levine13/baseline_sample_sweep/best_per_population_all_b0_n5000_R0.8_seed0.csv
all_b0_n5000_R1_seed0,all,checkpoints/levine13_all_100k.pt,b0,1.0,5000,0,5000000,5000000,5050000,2.1207094192504883,ok,4448,1197,10,CD11bhi_Monocyte_cells;Erythroblast_cells;Mature_CD38lo_B_cells;Mature_CD4+_T_cells;Mature_CD8+_T_cells;Megakaryocyte_cells;NK_cells;Naive_CD4+_T_cells;Naive_CD8+_T_cells;Pre-B_II_cells,0.9896467351361434,0.0833249791144528,1.1890383551884134,1197,0.9896467351361434,0.0833249791144528,1.1890383551884134,9.478960752487183,results_levine13/baseline_sample_sweep/modes_all_b0_n5000_R1_seed0.npy,results_levine13/baseline_sample_sweep/eval_all_b0_n5000_R1_seed0.csv,results_levine13/baseline_sample_sweep/best_per_population_all_b0_n5000_R1_seed0.csv
all_b0_n5000_R1.2_seed0,all,checkpoints/levine13_all_100k.pt,b0,1.2,5000,0,5000000,5000000,5050000,2.1207094192504883,ok,3912,965,10,CD11bhi_Monocyte_cells;Erythroblast_cells;Mature_CD38lo_B_cells;Mature_CD4+_T_cells;Mature_CD8+_T_cells;Megakaryocyte_cells;NK_cells;Naive_CD4+_T_cells;Naive_CD8+_T_cells;Pre-B_II_cells,0.9895031395337134,0.08483937823834198,1.2151158802390944,965,0.9895031395337134,0.08483937823834198,1.2151158802390944,8.771600723266602,results_levine13/baseline_sample_sweep/modes_all_b0_n5000_R1.2_seed0.npy,results_levine13/baseline_sample_sweep/eval_all_b0_n5000_R1.2_seed0.csv,results_levine13/baseline_sample_sweep/best_per_population_all_b0_n5000_R1.2_seed0.csv
all_b0_n5000_R1.5_seed0,all,checkpoints/levine13_all_100k.pt,b0,1.5,5000,0,5000000,5000000,5050000,2.1207094192504883,ok,3095,706,11,CD11bhi_Monocyte_cells;Erythroblast_cells;Mature_CD38lo_B_cells;Mature_CD4+_T_cells;Mature_CD8+_T_cells;Megakaryocyte_cells;Myelocyte_cells;NK_cells;Naive_CD4+_T_cells;Naive_CD8+_T_cells;Pre-B_II_cells,0.9899302626639254,0.08471671388101984,1.2282456876421008,706,0.9899302626639254,0.08471671388101984,1.2282456876421008,7.011610984802246,results_levine13/baseline_sample_sweep/modes_all_b0_n5000_R1.5_seed0.npy,results_levine13/baseline_sample_sweep/eval_all_b0_n5000_R1.5_seed0.csv,results_levine13/baseline_sample_sweep/best_per_population_all_b0_n5000_R1.5_seed0.csv
all_b0_n5000_R2_seed0,all,checkpoints/levine13_all_100k.pt,b0,2.0,5000,0,5000000,5000000,5050000,2.1207094192504883,ok,1896,397,11,CD11bhi_Monocyte_cells;Erythroblast_cells;Mature_CD38lo_B_cells;Mature_CD4+_T_cells;Mature_CD8+_T_cells;Megakaryocyte_cells;Myelocyte_cells;NK_cells;Naive_CD4+_T_cells;Naive_CD8+_T_cells;Pre-B_II_cells,0.989927146360744,0.08292191435768262,1.2233592576045265,397,0.989927146360744,0.08292191435768262,1.2233592576045265,4.624674081802368,results_levine13/baseline_sample_sweep/modes_all_b0_n5000_R2_seed0.npy,results_levine13/baseline_sample_sweep/eval_all_b0_n5000_R2_seed0.csv,results_levine13/baseline_sample_sweep/best_per_population_all_b0_n5000_R2_seed0.csv
all_b0_n5000_R2.5_seed0,all,checkpoints/levine13_all_100k.pt,b0,2.5,5000,0,5000000,5000000,5050000,2.1207094192504883,ok,1157,234,12,CD11bhi_Monocyte_cells;Erythroblast_cells;Mature_CD38lo_B_cells;Mature_CD4+_T_cells;Mature_CD8+_T_cells;Megakaryocyte_cells;Myelocyte_cells;NK_cells;Naive_CD4+_T_cells;Naive_CD8+_T_cells;Pre-B_II_cells;Pre-B_I_cells,0.9915220463312148,0.08145299145299144,1.1945694838006342,234,0.9915220463312148,0.08145299145299144,1.1945694838006342,3.0793862342834473,results_levine13/baseline_sample_sweep/modes_all_b0_n5000_R2.5_seed0.npy,results_levine13/baseline_sample_sweep/eval_all_b0_n5000_R2.5_seed0.csv,results_levine13/baseline_sample_sweep/best_per_population_all_b0_n5000_R2.5_seed0.csv
all_b0_n5000_R3_seed0,all,checkpoints/levine13_all_100k.pt,b0,3.0,5000,0,5000000,5000000,5050000,2.1207094192504883,ok,705,148,11,CD11bhi_Monocyte_cells;Erythroblast_cells;Mature_CD38lo_B_cells;Mature_CD4+_T_cells;Mature_CD8+_T_cells;Megakaryocyte_cells;Myelocyte_cells;NK_cells;Naive_CD4+_T_cells;Naive_CD8+_T_cells;Pre-B_II_cells,0.9904954597787952,0.08304054054054055,1.164886112294788,148,0.9904954597787952,0.08304054054054055,1.164886112294788,2.247117042541504,results_levine13/baseline_sample_sweep/modes_all_b0_n5000_R3_seed0.npy,results_levine13/baseline_sample_sweep/eval_all_b0_n5000_R3_seed0.csv,results_levine13/baseline_sample_sweep/best_per_population_all_b0_n5000_R3_seed0.csv
all_b0_n5000_R4_seed0,all,checkpoints/levine13_all_100k.pt,b0,4.0,5000,0,5000000,5000000,5050000,2.1207094192504883,ok,281,58,10,CD11bhi_Monocyte_cells;Erythroblast_cells;Mature_CD38lo_B_cells;Mature_CD4+_T_cells;Mature_CD8+_T_cells;Megakaryocyte_cells;NK_cells;Naive_CD4+_T_cells;Naive_CD8+_T_cells;Pre-B_II_cells,0.9934618057952549,0.07517241379310347,1.0668837551570252,58,0.9934618057952549,0.07517241379310347,1.0668837551570252,1.4516992568969727,results_levine13/baseline_sample_sweep/modes_all_b0_n5000_R4_seed0.npy,results_levine13/baseline_sample_sweep/eval_all_b0_n5000_R4_seed0.csv,results_levine13/baseline_sample_sweep/best_per_population_all_b0_n5000_R4_seed0.csv
all_b10_n5000_R0.5_seed0,all,checkpoints/levine13_all_100k.pt,b10,0.5,5000,0,5050000,5000000,5050000,2.1207094192504883,ok,4775,1375,11,CD11bhi_Monocyte_cells;Erythroblast_cells;Mature_CD38lo_B_cells;Mature_CD4+_T_cells;Mature_CD8+_T_cells;Megakaryocyte_cells;Myelocyte_cells;NK_cells;Naive_CD4+_T_cells;Naive_CD8+_T_cells;Pre-B_II_cells,0.991579089464674,0.08986909090909091,1.1410192102991144,1375,0.991579089464674,0.08986909090909091,1.1410192102991144,10.898653268814087,results_levine13/baseline_sample_sweep/modes_all_b10_n5000_R0.5_seed0.npy,results_levine13/baseline_sample_sweep/eval_all_b10_n5000_R0.5_seed0.csv,results_levine13/baseline_sample_sweep/best_per_population_all_b10_n5000_R0.5_seed0.csv
