run_name,checkpoint,method,r_value,seed,n_samples,reference_cells,k_mean_shift,iterations,final_max_shift,raw_modes,nfe,elapsed_sec,modes_path
labeled_data_mean_shift_k50_n1000_R0.8_seed0,labeled,data_mean_shift,0.8,0,1000,81747,50,48,2.308478030954575e-07,112,0,2.1172576249809936,results_levine13/additional_complete_fixed_checkpoint/data_mean_shift_k50/modes_labeled_data_mean_shift_k50_n1000_R0.8_seed0.npy
labeled_data_mean_shift_k50_n1000_R1.5_seed0,labeled,data_mean_shift,1.5,0,1000,81747,50,48,2.308478030954575e-07,51,0,2.1172576249809936,results_levine13/additional_complete_fixed_checkpoint/data_mean_shift_k50/modes_labeled_data_mean_shift_k50_n1000_R1.5_seed0.npy
labeled_data_mean_shift_k50_n1000_R2_seed0,labeled,data_mean_shift,2.0,0,1000,81747,50,48,2.308478030954575e-07,27,0,2.1172576249809936,results_levine13/additional_complete_fixed_checkpoint/data_mean_shift_k50/modes_labeled_data_mean_shift_k50_n1000_R2_seed0.npy
labeled_data_mean_shift_k50_n1000_R0.8_seed1,labeled,data_mean_shift,0.8,1,1000,81747,50,66,2.93518837679585e-07,107,0,3.1711154590011574,results_levine13/additional_complete_fixed_checkpoint/data_mean_shift_k50/modes_labeled_data_mean_shift_k50_n1000_R0.8_seed1.npy
labeled_data_mean_shift_k50_n1000_R1.5_seed1,labeled,data_mean_shift,1.5,1,1000,81747,50,66,2.93518837679585e-07,51,0,3.1711154590011574,results_levine13/additional_complete_fixed_checkpoint/data_mean_shift_k50/modes_labeled_data_mean_shift_k50_n1000_R1.5_seed1.npy
labeled_data_mean_shift_k50_n1000_R2_seed1,labeled,data_mean_shift,2.0,1,1000,81747,50,66,2.93518837679585e-07,29,0,3.1711154590011574,results_levine13/additional_complete_fixed_checkpoint/data_mean_shift_k50/modes_labeled_data_mean_shift_k50_n1000_R2_seed1.npy
labeled_data_mean_shift_k50_n1000_R0.8_seed2,labeled,data_mean_shift,0.8,2,1000,81747,50,52,2.93518837679585e-07,112,0,2.6597857500019018,results_levine13/additional_complete_fixed_checkpoint/data_mean_shift_k50/modes_labeled_data_mean_shift_k50_n1000_R0.8_seed2.npy
labeled_data_mean_shift_k50_n1000_R1.5_seed2,labeled,data_mean_shift,1.5,2,1000,81747,50,52,2.93518837679585e-07,52,0,2.6597857500019018,results_levine13/additional_complete_fixed_checkpoint/data_mean_shift_k50/modes_labeled_data_mean_shift_k50_n1000_R1.5_seed2.npy
labeled_data_mean_shift_k50_n1000_R2_seed2,labeled,data_mean_shift,2.0,2,1000,81747,50,52,2.93518837679585e-07,31,0,2.6597857500019018,results_levine13/additional_complete_fixed_checkpoint/data_mean_shift_k50/modes_labeled_data_mean_shift_k50_n1000_R2_seed2.npy
labeled_data_mean_shift_k50_n1000_R0.8_seed3,labeled,data_mean_shift,0.8,3,1000,81747,50,63,2.93518837679585e-07,113,0,3.0711520830227528,results_levine13/additional_complete_fixed_checkpoint/data_mean_shift_k50/modes_labeled_data_mean_shift_k50_n1000_R0.8_seed3.npy
labeled_data_mean_shift_k50_n1000_R1.5_seed3,labeled,data_mean_shift,1.5,3,1000,81747,50,63,2.93518837679585e-07,50,0,3.0711520830227528,results_levine13/additional_complete_fixed_checkpoint/data_mean_shift_k50/modes_labeled_data_mean_shift_k50_n1000_R1.5_seed3.npy
labeled_data_mean_shift_k50_n1000_R2_seed3,labeled,data_mean_shift,2.0,3,1000,81747,50,63,2.93518837679585e-07,29,0,3.0711520830227528,results_levine13/additional_complete_fixed_checkpoint/data_mean_shift_k50/modes_labeled_data_mean_shift_k50_n1000_R2_seed3.npy
labeled_data_mean_shift_k50_n1000_R0.8_seed4,labeled,data_mean_shift,0.8,4,1000,81747,50,56,3.6893541732752055e-07,114,0,2.9326670840091538,results_levine13/additional_complete_fixed_checkpoint/data_mean_shift_k50/modes_labeled_data_mean_shift_k50_n1000_R0.8_seed4.npy
labeled_data_mean_shift_k50_n1000_R1.5_seed4,labeled,data_mean_shift,1.5,4,1000,81747,50,56,3.6893541732752055e-07,54,0,2.9326670840091538,results_levine13/additional_complete_fixed_checkpoint/data_mean_shift_k50/modes_labeled_data_mean_shift_k50_n1000_R1.5_seed4.npy
labeled_data_mean_shift_k50_n1000_R2_seed4,labeled,data_mean_shift,2.0,4,1000,81747,50,56,3.6893541732752055e-07,29,0,2.9326670840091538,results_levine13/additional_complete_fixed_checkpoint/data_mean_shift_k50/modes_labeled_data_mean_shift_k50_n1000_R2_seed4.npy
all_data_mean_shift_k50_n1000_R0.8_seed0,all,data_mean_shift,0.8,0,1000,167044,50,54,1.6924465739975858e-07,175,0,5.358056541008409,results_levine13/additional_complete_fixed_checkpoint/data_mean_shift_k50/modes_all_data_mean_shift_k50_n1000_R0.8_seed0.npy
all_data_mean_shift_k50_n1000_R1.5_seed0,all,data_mean_shift,1.5,0,1000,167044,50,54,1.6924465739975858e-07,77,0,5.358056541008409,results_levine13/additional_complete_fixed_checkpoint/data_mean_shift_k50/modes_all_data_mean_shift_k50_n1000_R1.5_seed0.npy
all_data_mean_shift_k50_n1000_R2_seed0,all,data_mean_shift,2.0,0,1000,167044,50,54,1.6924465739975858e-07,51,0,5.358056541008409,results_levine13/additional_complete_fixed_checkpoint/data_mean_shift_k50/modes_all_data_mean_shift_k50_n1000_R2_seed0.npy
all_data_mean_shift_k50_n1000_R0.8_seed1,all,data_mean_shift,0.8,1,1000,167044,50,61,1.2290988138374814e-07,178,0,5.454905334016075,results_levine13/additional_complete_fixed_checkpoint/data_mean_shift_k50/modes_all_data_mean_shift_k50_n1000_R0.8_seed1.npy
