mode_id,score_norm_before,score_norm_after,extra_ascent_displacement,perturb_endpoint_distance_mean,perturb_endpoint_distance_max,attraction_fraction_r0.05,attraction_fraction_r0.1,attraction_fraction_r0.2,x_0,refined_x_0,x_1,refined_x_1,x_2,refined_x_2,x_3,refined_x_3,x_4,refined_x_4,x_5,refined_x_5,x_6,refined_x_6,x_7,refined_x_7,x_8,refined_x_8,x_9,refined_x_9,x_10,refined_x_10,x_11,refined_x_11,x_12,refined_x_12,run_name,modes_path,checkpoint,method,r_value,seed
0,14.054716,1.6643989,0.6680187,0.28121102,1.0273463,0.25,0.5,0.75,0.5919291,0.6009478,-0.4812423,-0.37493747,-0.5243597,-0.5263357,-0.5604028,-0.898967,1.6786666,1.6973978,0.16497116,0.32534322,-0.028569197,0.11654056,-0.69100857,-0.68871135,-0.86546826,-0.86139566,-0.4501991,-0.760541,-0.78786427,-0.69788074,-0.68282557,-1.0555822,0.9397945,1.112224,labeled_v2_R2_seed0,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v2_R2/modes_labeled_v2_R2_seed0.npy,labeled,v2,2.0,0
1,13.69548,3.13769,0.84782493,0.06974404,0.117649674,0.25,0.75,1.0,0.4884752,0.5839206,-0.6190142,-0.74352777,-0.0705364,0.44237474,1.5728595,1.9398478,-0.1548997,-0.22162308,-0.77423364,-0.7806488,0.8377042,1.0546142,-0.10922825,0.3545269,1.7872154,1.8251904,0.75506204,0.60737246,0.70860237,0.6683807,0.6635127,0.5956123,-0.73963505,-0.72117406,labeled_v2_R2_seed0,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v2_R2/modes_labeled_v2_R2_seed0.npy,labeled,v2,2.0,0
2,8.974693,4.507753,0.69273984,0.13113743,0.1668688,0.0,0.125,1.0,0.5660197,0.6949232,1.5905064,1.7982093,2.550422,2.7893333,-0.9229146,-0.9207257,-0.91261154,-0.9165489,-0.77472067,-0.78040904,-0.107524894,0.24430445,2.267158,2.3314993,-0.3873864,0.09050535,-0.79923654,-0.799914,-0.06329567,0.003526589,0.07737493,0.034876987,-1.083764,-1.0631574,labeled_v2_R2_seed0,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v2_R2/modes_labeled_v2_R2_seed0.npy,labeled,v2,2.0,0
3,20.251366,3.0715044,0.69962984,0.05024106,0.12636663,0.625,0.875,1.0,0.5294949,0.50481135,1.3856767,1.345472,-0.52013195,-0.51368034,-0.5677383,-0.89467955,-0.6488027,-0.9021982,1.9019222,1.8588692,-0.7702754,-0.77233833,0.18554537,0.19885077,-0.8873802,-0.88547736,-0.09618677,0.35494256,-0.49060172,-0.5776129,-0.2430712,0.07050486,0.669817,0.60156953,labeled_v2_R2_seed0,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v2_R2/modes_labeled_v2_R2_seed0.npy,labeled,v2,2.0,0
4,6.6533093,4.8065352,0.7978392,0.36094552,0.7007071,0.25,0.25,0.5,0.7012686,0.72017604,-0.63579977,-0.67092544,-0.52555895,-0.5247768,-0.9176336,-0.9096674,-0.9006804,-0.90276736,2.0193567,2.0759723,-0.26033112,-0.78071,-0.68421537,-0.68567246,-0.8681984,-0.86758125,-0.77069247,-0.7728482,-0.81509125,-0.64213717,-0.4614189,0.1101297,0.87788415,0.94346046,labeled_v2_R2_seed0,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v2_R2/modes_labeled_v2_R2_seed0.npy,labeled,v2,2.0,0
5,8.273492,5.1988544,0.7064159,0.091739714,0.119549334,0.0,0.75,1.0,0.5010503,0.56711864,1.1225015,1.2352135,2.5805986,2.7758176,-0.8867569,-0.8869769,-0.9099828,-0.91138303,-0.77033085,-0.7698325,0.5335765,0.62723416,2.458419,2.8093271,-0.24745797,-0.034292053,1.445232,1.4599587,-0.00022597132,0.024595072,-0.6363302,-0.13372356,-1.0530175,-0.9387923,labeled_v2_R2_seed0,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v2_R2/modes_labeled_v2_R2_seed0.npy,labeled,v2,2.0,0
6,8.990581,2.586217,0.76244926,0.14431976,0.92049974,0.875,0.875,0.875,0.40268782,0.45940384,0.9975841,1.0420781,-0.53029203,-0.5313958,-0.9012136,-0.8941131,1.5078591,1.5995041,0.06534935,0.16754678,-0.33263105,-0.77917576,-0.20178586,0.16085674,-0.89310956,-0.8988636,-0.7727322,-0.7733993,-0.07039091,0.1278528,-0.6463058,-1.0742835,0.996041,1.0579027,labeled_v2_R2_seed0,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v2_R2/modes_labeled_v2_R2_seed0.npy,labeled,v2,2.0,0
7,3.352201,2.308365,0.27692914,0.02753069,0.052778356,0.875,1.0,1.0,-1.0267706,-1.0402683,-0.98523134,-0.9763641,-0.52774984,-0.527709,-0.90435505,-0.9047724,-0.9087194,-0.9109105,-0.7733393,-0.7712767,-0.7887696,-0.79041386,-0.69665766,-0.696655,0.1795422,0.1074687,-0.7731433,-0.7753945,-0.038352937,-0.060929623,-0.09455269,0.1422469,-0.018885192,0.10208418,labeled_v2_R2_seed0,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v2_R2/modes_labeled_v2_R2_seed0.npy,labeled,v2,2.0,0
8,11.547059,4.883854,0.8211283,0.05941496,0.09735998,0.375,1.0,1.0,-0.7391504,-0.95621365,-0.98410994,-1.0593113,-0.52975804,-0.5255713,-0.8776959,-0.88724875,-0.18238132,-0.14025511,-0.7775541,-0.76715523,1.0741525,0.64408326,-0.70735776,-0.70171624,0.7097593,0.3381398,-0.7659362,-0.7733167,0.36427006,-0.01247336,-0.032388393,0.23687363,-0.7713227,-0.485134,labeled_v2_R2_seed0,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v2_R2/modes_labeled_v2_R2_seed0.npy,labeled,v2,2.0,0
9,10.490655,7.724919,0.8508209,0.07500774,0.1444714,0.25,0.875,1.0,-0.21806525,-0.088715926,0.22918516,0.30742237,2.3391821,3.028104,-0.8822701,-0.8651714,-0.9123856,-0.912188,-0.77568996,-0.7742294,0.8543601,0.96197766,0.6199352,0.7777519,-0.10346135,0.09289784,0.17341736,0.18687448,1.6480387,1.7171159,-1.0215117,-0.97881144,-1.1431953,-1.5230838,labeled_v2_R2_seed0,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v2_R2/modes_labeled_v2_R2_seed0.npy,labeled,v2,2.0,0
10,8.856496,8.380879,0.73302126,0.07879705,0.11823987,0.25,0.75,1.0,0.646224,0.77181447,1.8852875,2.0370378,2.0570545,1.6049525,0.24548885,0.33502543,-0.9207686,-0.91810316,-0.7842266,-0.7794542,0.5015494,0.5833293,2.512373,2.9158125,-0.8819266,-0.86329794,-0.78648466,-0.7928089,-1.5488306,-1.858105,-1.0473807,-1.0498154,-1.3154247,-1.4588861,labeled_v2_R2_seed0,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v2_R2/modes_labeled_v2_R2_seed0.npy,labeled,v2,2.0,0
11,7.4166074,5.046596,0.49024144,0.059620246,0.099856116,0.5,1.0,1.0,0.45346808,0.48287144,-0.69920456,-0.6604598,-0.52579063,-0.5318212,1.9803954,2.2390475,-0.31342503,-0.6131045,-0.7833524,-0.7873876,-0.7721339,-0.7751815,-0.6900339,-0.6909976,1.691078,1.681239,0.6096035,0.8155619,0.41192967,0.2617865,-0.14823414,-0.07498331,-0.77969486,-0.6758918,labeled_v2_R2_seed0,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v2_R2/modes_labeled_v2_R2_seed0.npy,labeled,v2,2.0,0
12,9.369646,2.5171576,0.5180058,0.05064451,0.106663704,0.625,0.875,1.0,-0.26801124,-0.5072165,-0.20467955,-0.21414371,-0.5281539,-0.53062075,-0.9069318,-0.9113223,0.092500016,-0.027886778,-0.7733085,-0.76900315,-0.7992517,-0.80517805,-0.68402755,-0.6926909,1.5905849,1.5847656,0.7986763,0.913846,1.1534545,1.351799,0.41755432,0.22838052,-0.53294116,-0.20438525,labeled_v2_R2_seed0,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v2_R2/modes_labeled_v2_R2_seed0.npy,labeled,v2,2.0,0
13,2.031901,1.4859092,0.18071826,0.036605526,0.05217615,0.875,1.0,1.0,0.59976816,0.5883546,-0.34385023,-0.16766535,-0.5206012,-0.5211593,-0.900727,-0.8998123,1.7167276,1.7053281,0.17299311,0.17473422,-0.7689607,-0.76946795,0.21330489,0.21392828,-0.88695925,-0.88918877,-0.76754165,-0.76784575,-0.2598406,-0.24693446,1.0367354,1.0046606,1.1213095,1.1089602,labeled_v2_R2_seed0,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v2_R2/modes_labeled_v2_R2_seed0.npy,labeled,v2,2.0,0
14,10.72093,2.6550653,0.7066488,0.07683195,0.12372701,0.0,0.875,1.0,0.5488096,0.54126316,1.2203044,1.189745,-0.528303,-0.53033894,0.4035425,0.56544644,-0.91263354,-0.90830505,-0.7844305,-0.7828702,-0.19828041,-0.78930885,-0.69053125,-0.6899877,-0.81825465,-0.8690695,-0.7665252,-0.7594892,0.737405,0.59643507,0.08700182,0.32354453,-1.0888599,-0.87826073,labeled_v2_R2_seed0,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v2_R2/modes_labeled_v2_R2_seed0.npy,labeled,v2,2.0,0
15,8.916346,4.2708654,0.5941921,0.14191076,0.28095183,0.125,0.375,0.75,0.53634804,0.5766452,0.05389507,0.0029632119,-0.52791023,-0.534345,1.420757,1.7675481,0.68618035,0.6456784,-0.023727475,-0.055452254,0.9572894,1.1805139,0.635657,0.95579404,1.7550917,1.7762734,1.5130631,1.2604425,0.6967309,0.67475504,1.5326082,1.44008,-0.7077069,-0.6913682,labeled_v2_R2_seed0,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v2_R2/modes_labeled_v2_R2_seed0.npy,labeled,v2,2.0,0
16,6.0075736,3.773327,0.37490305,0.13272354,0.27341628,0.0,0.375,0.875,-2.0895672,-2.1221268,-0.4836651,-0.72403926,-0.52852875,-0.53083014,-0.91451,-0.91996497,-0.93041545,-0.93387586,-0.7736425,-0.7762033,0.57614183,0.40122104,0.44932547,0.56192863,-0.022240575,0.042410184,-0.7823629,-0.7835165,-0.33195525,-0.3498588,0.2751268,0.41890475,-0.565498,-0.6804258,labeled_v2_R2_seed0,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v2_R2/modes_labeled_v2_R2_seed0.npy,labeled,v2,2.0,0
17,1.3279064,0.6243374,0.09422211,0.039192773,0.0737241,0.75,1.0,1.0,-2.1410878,-2.1451163,-1.0907894,-1.0850543,-0.52587616,-0.5261925,-0.92167175,-0.9221913,-0.9127749,-0.912656,-0.7702296,-0.7703351,-0.78533113,-0.7855479,-0.69577175,-0.6957331,-0.8813121,-0.88289654,-0.7730353,-0.7730932,-1.5315373,-1.6227912,-1.0674707,-1.0664926,-0.24317168,-0.2654764,labeled_v2_R2_seed0,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v2_R2/modes_labeled_v2_R2_seed0.npy,labeled,v2,2.0,0
18,4.382691,4.521295,0.403641,0.052806627,0.09318094,0.5,1.0,1.0,-0.23070829,-0.27120927,0.27584022,0.20313238,2.5758412,2.54877,-0.8711458,-0.86925894,-0.91883016,-0.92359036,-0.77282214,-0.77662677,-0.78831804,-0.7909936,-0.7138963,-0.7174673,-0.01641269,0.03367019,0.44090366,0.47151235,1.6956815,1.656273,-0.20490423,-0.034394227,-0.8516816,-0.50363857,labeled_v2_R2_seed0,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v2_R2/modes_labeled_v2_R2_seed0.npy,labeled,v2,2.0,0
19,11.563467,14.674418,1.3797638,0.112106,0.16515343,0.125,0.5,1.0,0.82401985,0.8590676,2.0345473,2.0486941,2.2000952,1.0008843,0.020324856,0.19149211,-0.9244271,-0.92853117,-0.7726309,-0.7570461,1.5622147,1.9194077,3.5298865,3.6496282,0.07893516,0.037297234,-0.77454567,-0.7967346,-1.0899312,-1.482606,0.021519165,0.35722485,-1.2286912,-1.3823547,labeled_v2_R2_seed0,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v2_R2/modes_labeled_v2_R2_seed0.npy,labeled,v2,2.0,0
0,8.930509,2.8860989,0.67157966,0.48923695,0.9927576,0.25,0.375,0.5,0.5138178,0.51532155,1.3874638,1.3651904,-0.036792133,0.4464368,0.1561757,0.18364787,-0.8937596,-0.8915359,1.891523,1.8834685,-0.76853323,-0.7741058,0.38662976,0.35575306,-0.8748039,-0.865263,-0.27547044,0.087086774,-0.33636445,-0.31897402,-0.4347986,-0.14666039,0.66728634,0.68564034,labeled_v2_R2_seed1,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v2_R2/modes_labeled_v2_R2_seed1.npy,labeled,v2,2.0,1
1,10.144934,6.3911,0.8196312,0.090648666,0.15966927,0.25,0.75,1.0,0.45931542,0.56428826,1.1939572,1.3220313,2.2883275,2.6054327,-0.8716494,-0.89048344,-0.9055746,-0.90632325,-0.7661415,-0.7645695,-0.1513193,0.2536158,2.3157036,2.691538,-0.4499318,-0.042789236,0.6562889,0.91242397,0.017383456,0.081061885,-1.0451297,-1.0408446,-1.0636497,-1.0108095,labeled_v2_R2_seed1,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v2_R2/modes_labeled_v2_R2_seed1.npy,labeled,v2,2.0,1
2,11.532865,12.119188,0.89332545,0.103622735,0.1606767,0.0,0.625,1.0,0.48213777,0.54842,-0.64021236,-0.6084561,-0.5254581,-0.5340706,1.8765109,2.1657293,-0.14426222,-0.8113569,-0.774687,-0.77936864,-0.21140595,0.26303172,-0.68892014,-0.6869305,1.7348564,1.7310283,0.6719453,0.6820241,0.5422397,0.36926097,0.14073032,0.081940085,-0.780246,-0.7075781,labeled_v2_R2_seed1,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v2_R2/modes_labeled_v2_R2_seed1.npy,labeled,v2,2.0,1
3,10.717873,6.5669646,0.7977077,0.08905889,0.15906733,0.125,0.75,1.0,0.19021748,0.31732494,-0.4499264,-0.6997126,-0.53550303,-0.53981805,0.5051868,0.8517411,-0.058540087,-0.2629855,-0.7717091,-0.7754339,0.6746375,0.9671757,-0.13280688,0.41186532,1.7126476,1.7399164,0.5787322,0.52544695,0.9922993,0.9255197,1.0029014,0.98546237,-0.6850909,-0.7576509,labeled_v2_R2_seed1,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v2_R2/modes_labeled_v2_R2_seed1.npy,labeled,v2,2.0,1
4,16.78685,3.3923242,0.64873576,0.2487667,0.766036,0.125,0.625,0.75,0.58852655,0.68816566,-0.11622252,-0.2433208,-0.52585214,-0.53160334,-0.5948847,-0.9004947,-0.4836503,-0.152749,1.8986058,2.0968213,-0.7778217,-0.7705451,-0.23417068,0.0644224,-0.8836942,-0.8891667,-0.7700457,-0.7624785,-0.7143078,-0.49406138,-1.054312,-1.0487465,0.8058403,0.92717916,labeled_v2_R2_seed1,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v2_R2/modes_labeled_v2_R2_seed1.npy,labeled,v2,2.0,1
5,11.415864,3.517169,0.7219124,0.048073355,0.09613596,0.625,1.0,1.0,-2.035572,-2.0695362,-1.0104065,-1.0031729,0.09376708,0.72019434,-0.89988804,-0.91040343,-0.92160475,-0.9269044,-0.77316046,-0.7726023,-0.787078,-0.78850055,-0.6995012,-0.69935626,-0.85644454,-0.8536725,0.25237203,0.19483605,-0.4890551,-0.5336632,0.56227034,0.90292233,0.025006583,0.10277358,labeled_v2_R2_seed1,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v2_R2/modes_labeled_v2_R2_seed1.npy,labeled,v2,2.0,1
6,2.9407,1.5287346,0.14925468,0.39248705,0.57693875,0.0,0.0,0.25,0.6057349,0.6209849,-0.42872417,-0.33797988,-0.52444184,-0.52521765,0.10292488,0.19834328,1.7102584,1.7318724,0.22623855,0.2503125,-0.2528416,-0.22182178,-0.69435084,-0.6939677,-0.8783957,-0.8812492,-0.7649659,-0.7636963,-0.5629629,-0.6130672,-1.0579809,-1.0573064,1.118981,1.132204,labeled_v2_R2_seed1,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v2_R2/modes_labeled_v2_R2_seed1.npy,labeled,v2,2.0,1
7,2.2560105,1.7618456,0.19901271,0.043012038,0.06319239,0.625,1.0,1.0,0.5476578,0.54746956,1.495783,1.511233,-0.52725285,-0.52662086,-0.91401553,-0.9143245,-0.8992298,-0.8979469,1.9080637,1.9017925,0.659303,0.8318082,0.101050414,0.11074636,-0.8825674,-0.87911296,-0.7678044,-0.76851153,-0.19555429,-0.098723136,-1.0559465,-1.0534523,0.68906957,0.6979507,labeled_v2_R2_seed1,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v2_R2/modes_labeled_v2_R2_seed1.npy,labeled,v2,2.0,1
8,10.607026,2.374057,0.7408378,0.054154694,0.085176446,0.5,1.0,1.0,-1.4374275,-2.1001306,-1.0141016,-0.90789413,-0.5308969,-0.531914,-0.9100942,-0.92078567,-0.93195224,-0.9359528,-0.7813887,-0.7749299,0.8619975,0.6765635,0.45351487,0.5111058,0.14570588,0.06937848,-0.79366267,-0.78783995,-0.36476266,-0.33583957,0.94157434,1.1085047,-0.7400329,-0.9011159,labeled_v2_R2_seed1,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v2_R2/modes_labeled_v2_R2_seed1.npy,labeled,v2,2.0,1
9,7.9904356,4.219949,0.5686767,0.07181531,0.16937603,0.25,0.875,1.0,0.57857513,0.5733157,1.2364184,1.3763201,-0.5304834,-0.53040123,-0.9407628,-0.9245025,-0.9025736,-0.8937023,-0.7869459,-0.76858085,0.68120676,0.59151936,-0.68513936,-0.68435013,-0.8746071,-0.87720835,-0.77680236,-0.7714541,0.8321224,0.4186522,-1.0486962,-1.0397217,-1.0332026,-0.6810738,labeled_v2_R2_seed1,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v2_R2/modes_labeled_v2_R2_seed1.npy,labeled,v2,2.0,1
10,7.3301578,1.9089458,0.61740834,0.017158486,0.029303836,1.0,1.0,1.0,0.45142865,0.46427423,1.0300388,1.0568357,-0.53213596,-0.5313961,-0.89406675,-0.8927886,1.5828656,1.6038424,0.044734772,0.16171981,-0.30845174,-0.7797168,-0.17575614,0.20233308,-0.89306307,-0.8989291,-0.7740343,-0.7742023,0.16660818,0.19979925,-1.0722286,-1.0740013,1.0625014,1.0634073,labeled_v2_R2_seed1,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v2_R2/modes_labeled_v2_R2_seed1.npy,labeled,v2,2.0,1
11,1.7311766,0.8450141,0.12527908,0.03031339,0.051949352,0.75,1.0,1.0,-2.1386003,-2.143771,-1.0944899,-1.0870117,-0.5256528,-0.5260764,-0.9212782,-0.9220204,-0.912868,-0.9127047,-0.7702356,-0.770346,-0.78522646,-0.7854609,-0.69577736,-0.6957347,-0.88042915,-0.8824947,-0.7730017,-0.77306736,-1.4723654,-1.5947132,-1.068114,-1.0668377,-0.23811558,-0.26334396,labeled_v2_R2_seed1,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v2_R2/modes_labeled_v2_R2_seed1.npy,labeled,v2,2.0,1
12,20.915977,7.624433,1.1428412,0.061747443,0.175808,0.625,0.875,1.0,0.24883462,0.63352764,0.77714217,0.7929367,-0.5237542,-0.52881235,-0.15984698,0.46597892,-0.8971942,-0.9058815,-0.7952723,-0.81301725,-0.7897464,-0.8056618,0.6401032,0.60125405,-0.8712001,-0.8760473,-0.75930965,-0.75819385,-0.35795683,-1.1267604,-0.17721185,0.22221588,-0.7945033,-0.91019744,labeled_v2_R2_seed1,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v2_R2/modes_labeled_v2_R2_seed1.npy,labeled,v2,2.0,1
13,4.863195,1.3237025,0.256086,0.04631055,0.06135741,0.625,1.0,1.0,-0.059760213,-0.114663586,1.0097965,1.0457598,-0.51204705,-0.5118484,0.11004865,0.19347344,1.0682844,1.1666739,-0.70342267,-0.6766016,0.51749235,0.39650947,-0.6962815,-0.69834167,0.32480782,0.49215412,3.64064,3.6470804,0.6743043,0.6975723,-1.0086311,-1.005262,-1.3847351,-1.4106694,labeled_v2_R2_seed1,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v2_R2/modes_labeled_v2_R2_seed1.npy,labeled,v2,2.0,1
14,3.7783103,2.4306695,0.30790552,0.072782174,0.09825438,0.125,1.0,1.0,0.7142298,0.7371753,-0.31679472,-0.4551493,-0.5261891,-0.5280956,-0.8910544,-0.88769287,-0.101665534,-0.11518447,2.0896156,2.106383,-0.7644519,-0.75972277,-0.072487764,0.11091012,-0.8856331,-0.8891052,-0.7694387,-0.7689219,-0.46321172,-0.2832241,1.3040671,1.3612249,0.9867638,1.0597464,labeled_v2_R2_seed1,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v2_R2/modes_labeled_v2_R2_seed1.npy,labeled,v2,2.0,1
15,9.933914,5.240516,0.6250454,0.060286403,0.10955478,0.375,0.875,1.0,-0.5883765,-0.51473284,-0.76923454,-0.5986627,-0.52431685,-0.5287113,-0.9370264,-0.9267452,-0.90604347,-0.90417254,-0.77381533,-0.7776085,3.480009,3.4939108,-0.70536745,-0.7006591,0.23132797,0.5267989,0.30069378,0.7444452,1.474749,1.2854599,-1.0336466,-1.0311445,-0.12418669,0.06489078,labeled_v2_R2_seed1,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v2_R2/modes_labeled_v2_R2_seed1.npy,labeled,v2,2.0,1
16,2.3506453,0.8453332,0.15516785,0.031056628,0.056180134,0.875,1.0,1.0,-2.174113,-2.1814554,-1.0824786,-1.0775775,-0.54680157,-0.54701334,-0.9428119,-0.94341075,-0.91198957,-0.91226673,0.38659722,0.41185123,0.099924736,0.071189374,-0.707939,-0.7098983,-0.85580164,-0.8560737,-0.7803626,-0.78215474,-0.53735816,-0.5555809,0.9956692,1.010323,-0.105386086,0.04287461,labeled_v2_R2_seed1,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v2_R2/modes_labeled_v2_R2_seed1.npy,labeled,v2,2.0,1
17,3.0786333,1.9269968,0.20976813,0.05868302,0.087692775,0.25,1.0,1.0,0.60707456,0.59768474,-0.62266487,-0.44355866,-0.5201826,-0.52127355,0.14760424,0.18915388,1.6939782,1.6758838,-0.63638645,-0.7038237,-0.776822,-0.7774144,-0.6923739,-0.6925446,-0.866378,-0.8692859,-0.76393557,-0.763488,-0.4500164,-0.4432075,0.6708272,0.5988741,1.1052458,1.1055018,labeled_v2_R2_seed1,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v2_R2/modes_labeled_v2_R2_seed1.npy,labeled,v2,2.0,1
18,7.229817,4.7024946,0.7021888,0.26907405,0.6687012,0.0,0.5,0.625,0.39922938,0.4340224,0.87919575,0.9432998,2.2638955,2.4923134,-0.8957816,-0.8954176,-0.9129847,-0.9118515,-0.7692807,-0.76492363,-0.32600436,-0.74519974,2.1971242,2.552443,-0.87677467,-0.8843356,1.337436,1.5925665,-0.090037845,0.025240015,0.25995824,0.42226487,-1.0365902,-0.86689425,labeled_v2_R2_seed1,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v2_R2/modes_labeled_v2_R2_seed1.npy,labeled,v2,2.0,1
19,2.3278222,1.8137598,0.19389355,0.0607453,0.12675959,0.625,0.75,1.0,0.5189138,0.51830876,1.2924592,1.2449427,-0.5328973,-0.5316,0.6022379,0.7162391,-0.9161922,-0.91449434,-0.7784637,-0.7784357,-0.7808609,-0.7826938,-0.68608826,-0.68490475,-0.8842339,-0.88998806,-0.7688437,-0.76434994,0.8171567,0.73330325,-1.0599203,-1.0590439,-1.2251548,-1.1016823,labeled_v2_R2_seed1,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v2_R2/modes_labeled_v2_R2_seed1.npy,labeled,v2,2.0,1
0,7.674422,6.7838707,0.8872302,0.35428917,1.0437295,0.0,0.625,0.625,0.4438517,0.47637945,0.98074764,1.2022476,2.2648458,2.6704578,-0.30653247,0.14632429,-0.9181944,-0.9194901,-0.77642816,-0.76716274,-0.29868284,-0.7745214,1.5323664,1.4924202,-0.033612855,0.03932402,1.3738635,1.1267599,-0.03750607,-0.035425823,0.045208737,0.24950635,-1.1259587,-0.94923997,labeled_v2_R2_seed2,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v2_R2/modes_labeled_v2_R2_seed2.npy,labeled,v2,2.0,2
1,7.942758,6.2499146,0.7429551,0.35211447,0.9748361,0.0,0.375,0.5,0.37123075,0.5724502,1.2077426,1.6276476,1.9226624,2.2385643,-0.9166343,-0.9179443,-0.91200566,-0.91921735,-0.7840218,-0.7922567,-0.75990856,-0.75982285,1.8029951,1.7144623,-0.41477713,0.02179132,-0.79025084,-0.79693204,-0.5326034,-0.39029717,0.490263,0.412257,-1.0177385,-1.1199465,labeled_v2_R2_seed2,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v2_R2/modes_labeled_v2_R2_seed2.npy,labeled,v2,2.0,2
2,6.614979,3.0140002,0.5687142,0.06872459,0.1551649,0.5,0.875,1.0,0.47365406,0.4927601,1.0436894,1.0688782,-0.5325148,-0.53186303,-0.36344782,0.12773994,1.5938745,1.6130972,0.20113288,0.1694994,-0.7774358,-0.7761016,-0.6941956,-0.6986372,-0.8865899,-0.88731843,-0.7721261,-0.7725901,-0.15471326,-0.21296832,-0.38049984,-0.10476959,1.1015626,1.120463,labeled_v2_R2_seed2,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v2_R2/modes_labeled_v2_R2_seed2.npy,labeled,v2,2.0,2
3,17.100403,2.1214058,0.55868316,0.047620244,0.06937988,0.375,1.0,1.0,-2.0870893,-2.1358316,-1.0634078,-1.0942522,-0.52402514,-0.52487856,-0.91545993,-0.9201659,-0.9144105,-0.91340065,-0.77191216,-0.77225214,-0.39387617,-0.78466684,-0.696889,-0.6955781,-0.87612927,-0.88481826,-0.774524,-0.7723894,-1.1835454,-1.4740216,-0.80263495,-1.0686781,-0.5393036,-0.5106481,labeled_v2_R2_seed2,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v2_R2/modes_labeled_v2_R2_seed2.npy,labeled,v2,2.0,2
4,12.975295,4.58744,0.8538987,0.32753503,1.1243019,0.375,0.625,0.75,0.523495,0.5173239,-0.6002669,-0.55195117,-0.52283424,-0.5333356,1.978887,2.3006768,0.04332033,-0.5562304,-0.7771314,-0.7848299,-0.77225643,-0.77397376,-0.2913785,-0.69060063,1.7314457,1.7080262,0.76127404,0.87709934,0.47914138,0.30516645,-0.5450728,-0.33345795,-0.8195127,-0.69623375,labeled_v2_R2_seed2,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v2_R2/modes_labeled_v2_R2_seed2.npy,labeled,v2,2.0,2
5,8.639781,4.4276876,0.6406539,0.061240703,0.08493161,0.125,1.0,1.0,0.74951595,0.7863504,-0.4530063,-0.71116537,-0.52831155,-0.5262497,-0.92943704,-0.9246572,-0.9114055,-0.9144166,2.053048,2.0620675,0.81940955,0.71497995,0.43086886,0.16542295,-0.852625,-0.85113347,-0.77604556,-0.7712925,-0.6776211,-0.34560394,0.5381281,0.91624004,0.9055895,0.9934592,labeled_v2_R2_seed2,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v2_R2/modes_labeled_v2_R2_seed2.npy,labeled,v2,2.0,2
