run_name,checkpoint,checkpoint_path,method,r_value,seed,status,all_modes,confident_modes,covered_populations,covered_population_names,mean_purity_labeled_conf,mean_unassigned_conf,mean_knn_dist_conf,nfe,elapsed_sec,modes_path,eval_path,best_path
all_v3f3_R1.5_seed0,all,checkpoints/levine13_all_100k.pt,v3f3,1.5,0,ok,231,58,9,unknown_label_11;unknown_label_12;unknown_label_13;unknown_label_17;unknown_label_18;unknown_label_19;unknown_label_2;unknown_label_5;unknown_label_9,0.9903147912981384,0.08862068965517242,1.0852023384387592,61620,95.09234404563904,results_levine13/full_sweep/modes_all_v3f3_R1.5_seed0.npy,results_levine13/full_sweep/eval_all_v3f3_R1.5_seed0.csv,results_levine13/full_sweep/best_per_population_all_v3f3_R1.5_seed0.csv
all_v3f3_R2_seed0,all,checkpoints/levine13_all_100k.pt,v3f3,2.0,0,ok,169,41,9,unknown_label_11;unknown_label_12;unknown_label_13;unknown_label_17;unknown_label_18;unknown_label_19;unknown_label_2;unknown_label_5;unknown_label_9,0.9912898082389887,0.09317073170731709,1.088192617266806,61620,96.74406099319458,results_levine13/full_sweep/modes_all_v3f3_R2_seed0.npy,results_levine13/full_sweep/eval_all_v3f3_R2_seed0.csv,results_levine13/full_sweep/best_per_population_all_v3f3_R2_seed0.csv
labeled_v2_R0.5_seed0,labeled,checkpoints/levine13_labeled_100k.pt,v2,0.5,0,ok,30,22,8,unknown_label_11;unknown_label_12;unknown_label_17;unknown_label_18;unknown_label_19;unknown_label_24;unknown_label_5;unknown_label_9,0.9952721696907744,0.0640909090909091,1.0035762409900875,32410,53.94283699989319,results_levine13/full_sweep/modes_labeled_v2_R0.5_seed0.npy,results_levine13/full_sweep/eval_labeled_v2_R0.5_seed0.csv,results_levine13/full_sweep/best_per_population_labeled_v2_R0.5_seed0.csv
labeled_v2_R0.8_seed0,labeled,checkpoints/levine13_labeled_100k.pt,v2,0.8,0,ok,30,22,8,unknown_label_11;unknown_label_12;unknown_label_17;unknown_label_18;unknown_label_19;unknown_label_24;unknown_label_5;unknown_label_9,0.9952721696907744,0.0640909090909091,1.0035762409900875,32410,56.95993089675903,results_levine13/full_sweep/modes_labeled_v2_R0.8_seed0.npy,results_levine13/full_sweep/eval_labeled_v2_R0.8_seed0.csv,results_levine13/full_sweep/best_per_population_labeled_v2_R0.8_seed0.csv
labeled_v2_R1_seed0,labeled,checkpoints/levine13_labeled_100k.pt,v2,1.0,0,ok,29,21,8,unknown_label_11;unknown_label_12;unknown_label_17;unknown_label_18;unknown_label_19;unknown_label_24;unknown_label_5;unknown_label_9,0.9950470349141446,0.0661904761904762,0.9970014806732437,32410,56.82523274421692,results_levine13/full_sweep/modes_labeled_v2_R1_seed0.npy,results_levine13/full_sweep/eval_labeled_v2_R1_seed0.csv,results_levine13/full_sweep/best_per_population_labeled_v2_R1_seed0.csv
labeled_v2_R1.2_seed0,labeled,checkpoints/levine13_labeled_100k.pt,v2,1.2,0,ok,29,21,8,unknown_label_11;unknown_label_12;unknown_label_17;unknown_label_18;unknown_label_19;unknown_label_24;unknown_label_5;unknown_label_9,0.9950470349141446,0.0661904761904762,0.9970014806732437,32410,53.44743227958679,results_levine13/full_sweep/modes_labeled_v2_R1.2_seed0.npy,results_levine13/full_sweep/eval_labeled_v2_R1.2_seed0.csv,results_levine13/full_sweep/best_per_population_labeled_v2_R1.2_seed0.csv
labeled_v2_R1.5_seed0,labeled,checkpoints/levine13_labeled_100k.pt,v2,1.5,0,ok,28,20,8,unknown_label_11;unknown_label_12;unknown_label_17;unknown_label_18;unknown_label_19;unknown_label_24;unknown_label_5;unknown_label_9,0.9947993866598518,0.0655,0.99660285924238,32410,56.307446002960205,results_levine13/full_sweep/modes_labeled_v2_R1.5_seed0.npy,results_levine13/full_sweep/eval_labeled_v2_R1.5_seed0.csv,results_levine13/full_sweep/best_per_population_labeled_v2_R1.5_seed0.csv
labeled_v2_R2_seed0,labeled,checkpoints/levine13_labeled_100k.pt,v2,2.0,0,ok,20,13,8,unknown_label_11;unknown_label_12;unknown_label_17;unknown_label_18;unknown_label_19;unknown_label_24;unknown_label_5;unknown_label_9,0.9928443649373881,0.05692307692307694,1.0206742268077618,32410,56.288649797439575,results_levine13/full_sweep/modes_labeled_v2_R2_seed0.npy,results_levine13/full_sweep/eval_labeled_v2_R2_seed0.csv,results_levine13/full_sweep/best_per_population_labeled_v2_R2_seed0.csv
labeled_v3f1_R0.5_seed0,labeled,checkpoints/levine13_labeled_100k.pt,v3f1,0.5,0,ok,30,22,8,unknown_label_11;unknown_label_12;unknown_label_17;unknown_label_18;unknown_label_19;unknown_label_24;unknown_label_5;unknown_label_9,0.9953262005360956,0.06227272727272728,1.0017344660340688,26640,42.13402223587036,results_levine13/full_sweep/modes_labeled_v3f1_R0.5_seed0.npy,results_levine13/full_sweep/eval_labeled_v3f1_R0.5_seed0.csv,results_levine13/full_sweep/best_per_population_labeled_v3f1_R0.5_seed0.csv
labeled_v3f1_R0.8_seed0,labeled,checkpoints/levine13_labeled_100k.pt,v3f1,0.8,0,ok,30,22,8,unknown_label_11;unknown_label_12;unknown_label_17;unknown_label_18;unknown_label_19;unknown_label_24;unknown_label_5;unknown_label_9,0.9953262005360956,0.06227272727272728,1.0017344660340688,26640,44.779430866241455,results_levine13/full_sweep/modes_labeled_v3f1_R0.8_seed0.npy,results_levine13/full_sweep/eval_labeled_v3f1_R0.8_seed0.csv,results_levine13/full_sweep/best_per_population_labeled_v3f1_R0.8_seed0.csv
