mode_id,nearest_label_all,nearest_label_all_name,purity_all,nearest_label_labeled_only,nearest_label_labeled_only_name,purity_labeled_only,frac_unassigned_neighbors,mean_knn_dist,median_knn_dist,nfe,checkpoint,method,r_value,seed
17,10.0,unknown_label_10,0.73,10.0,unknown_label_10,0.9125,0.19999999999999996,1.551693505991938,1.6096977858226662,42660,labeled,v3f2,1.5,0
50,11.0,unknown_label_11,0.96,11.0,unknown_label_11,1.0,0.040000000000000036,0.6750057012099114,0.7061652229933324,42660,labeled,v3f2,1.5,0
7,12.0,unknown_label_12,0.96,12.0,unknown_label_12,1.0,0.040000000000000036,0.8156024724949371,0.8308238707712601,42660,labeled,v3f2,1.5,0
2,13.0,unknown_label_13,0.86,13.0,unknown_label_13,1.0,0.14,0.4061954160514404,0.4234450241748865,42660,labeled,v3f2,1.5,0
51,17.0,unknown_label_17,0.92,17.0,unknown_label_17,1.0,0.07999999999999996,0.9451314425981145,0.9750264673458828,42660,labeled,v3f2,1.5,0
15,18.0,unknown_label_18,1.0,18.0,unknown_label_18,1.0,0.0,0.8749075767664172,0.9069514274813708,42660,labeled,v3f2,1.5,0
52,19.0,unknown_label_19,0.91,19.0,unknown_label_19,1.0,0.08999999999999997,1.0553987415956514,1.0681413172374505,42660,labeled,v3f2,1.5,0
18,24.0,unknown_label_24,0.93,24.0,unknown_label_24,0.9893617021276596,0.06000000000000005,1.0234622852941986,1.0517989221007373,42660,labeled,v3f2,1.5,0
57,5.0,unknown_label_5,1.0,5.0,unknown_label_5,1.0,0.0,0.536658144901118,0.5529163871090073,42660,labeled,v3f2,1.5,0
4,9.0,unknown_label_9,1.0,9.0,unknown_label_9,1.0,0.0,1.0583070029626334,1.0678713909866298,42660,labeled,v3f2,1.5,0
