run_name,checkpoint,checkpoint_path,method,r_value,seed,status,all_modes,confident_modes,covered_populations,covered_population_names,mean_purity_labeled_conf,mean_unassigned_conf,mean_knn_dist_conf,nfe,elapsed_sec,modes_path,eval_path,best_path
labeled_v3f1_R2_seed0,labeled,checkpoints/levine13_labeled_100k.pt,v3f1,2.0,0,ok,20,13,8,Erythroblast_cells;Mature_CD38lo_B_cells;Mature_CD4+_T_cells;Mature_CD8+_T_cells;NK_cells;Naive_CD4+_T_cells;Naive_CD8+_T_cells;Pre-B_II_cells,0.9929266136162688,0.0553846153846154,1.0184129989458488,26640,49.91200518608093,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f1_R2/modes_labeled_v3f1_R2_seed0.npy,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f1_R2/eval_labeled_v3f1_R2_seed0.csv,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f1_R2/best_per_population_labeled_v3f1_R2_seed0.csv
labeled_v3f1_R2_seed1,labeled,checkpoints/levine13_labeled_100k.pt,v3f1,2.0,1,ok,20,14,7,Erythroblast_cells;Mature_CD38lo_B_cells;Mature_CD4+_T_cells;Mature_CD8+_T_cells;NK_cells;Naive_CD4+_T_cells;Naive_CD8+_T_cells,0.9959384469351248,0.055714285714285716,0.9016720355268797,26700,56.8180148601532,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f1_R2/modes_labeled_v3f1_R2_seed1.npy,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f1_R2/eval_labeled_v3f1_R2_seed1.csv,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f1_R2/best_per_population_labeled_v3f1_R2_seed1.csv
labeled_v3f1_R2_seed2,labeled,checkpoints/levine13_labeled_100k.pt,v3f1,2.0,2,ok,21,12,7,Erythroblast_cells;Mature_CD38lo_B_cells;Mature_CD4+_T_cells;Mature_CD8+_T_cells;NK_cells;Naive_CD4+_T_cells;Naive_CD8+_T_cells,0.9980840380549681,0.06,0.9426436268935735,26340,47.0702383518219,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f1_R2/modes_labeled_v3f1_R2_seed2.npy,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f1_R2/eval_labeled_v3f1_R2_seed2.csv,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f1_R2/best_per_population_labeled_v3f1_R2_seed2.csv
labeled_v3f1_R2_seed3,labeled,checkpoints/levine13_labeled_100k.pt,v3f1,2.0,3,ok,22,14,8,Erythroblast_cells;Mature_CD38lo_B_cells;Mature_CD4+_T_cells;Mature_CD8+_T_cells;NK_cells;Naive_CD4+_T_cells;Naive_CD8+_T_cells;Pre-B_II_cells,0.9977806010414706,0.05571428571428572,0.9660926698643238,26400,47.25233793258667,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f1_R2/modes_labeled_v3f1_R2_seed3.npy,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f1_R2/eval_labeled_v3f1_R2_seed3.csv,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f1_R2/best_per_population_labeled_v3f1_R2_seed3.csv
labeled_v3f1_R2_seed4,labeled,checkpoints/levine13_labeled_100k.pt,v3f1,2.0,4,ok,22,14,8,Erythroblast_cells;Mature_CD38lo_B_cells;Mature_CD4+_T_cells;Mature_CD8+_T_cells;NK_cells;Naive_CD4+_T_cells;Naive_CD8+_T_cells;Pre-B_II_cells,0.9977980746344148,0.05571428571428572,0.9575517964249237,26620,52.539713859558105,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f1_R2/modes_labeled_v3f1_R2_seed4.npy,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f1_R2/eval_labeled_v3f1_R2_seed4.csv,results_levine13/additional_complete_fixed_checkpoint/method_seeds/v3f1_R2/best_per_population_labeled_v3f1_R2_seed4.csv
