run_name,checkpoint,method,r_value,seed,n_samples,reference_cells,k_mean_shift,iterations,final_max_shift,raw_modes,nfe,elapsed_sec,modes_path
labeled_data_mean_shift_k25_n1000_R2_seed3,labeled,data_mean_shift,2.0,3,1000,81747,25,38,2.308478030954575e-07,59,0,1.517321792023722,results_levine13/additional_complete_fixed_checkpoint/data_mean_shift_k25/modes_labeled_data_mean_shift_k25_n1000_R2_seed3.npy
labeled_data_mean_shift_k25_n1000_R0.8_seed4,labeled,data_mean_shift,0.8,4,1000,81747,25,35,2.308478030954575e-07,272,0,1.5377740419935435,results_levine13/additional_complete_fixed_checkpoint/data_mean_shift_k25/modes_labeled_data_mean_shift_k25_n1000_R0.8_seed4.npy
labeled_data_mean_shift_k25_n1000_R1.5_seed4,labeled,data_mean_shift,1.5,4,1000,81747,25,35,2.308478030954575e-07,101,0,1.5377740419935435,results_levine13/additional_complete_fixed_checkpoint/data_mean_shift_k25/modes_labeled_data_mean_shift_k25_n1000_R1.5_seed4.npy
labeled_data_mean_shift_k25_n1000_R2_seed4,labeled,data_mean_shift,2.0,4,1000,81747,25,35,2.308478030954575e-07,51,0,1.5377740419935435,results_levine13/additional_complete_fixed_checkpoint/data_mean_shift_k25/modes_labeled_data_mean_shift_k25_n1000_R2_seed4.npy
all_data_mean_shift_k25_n1000_R0.8_seed0,all,data_mean_shift,0.8,0,1000,167044,25,49,2.308478030954575e-07,412,0,3.654419707978377,results_levine13/additional_complete_fixed_checkpoint/data_mean_shift_k25/modes_all_data_mean_shift_k25_n1000_R0.8_seed0.npy
all_data_mean_shift_k25_n1000_R1.5_seed0,all,data_mean_shift,1.5,0,1000,167044,25,49,2.308478030954575e-07,182,0,3.654419707978377,results_levine13/additional_complete_fixed_checkpoint/data_mean_shift_k25/modes_all_data_mean_shift_k25_n1000_R1.5_seed0.npy
all_data_mean_shift_k25_n1000_R2_seed0,all,data_mean_shift,2.0,0,1000,167044,25,49,2.308478030954575e-07,105,0,3.654419707978377,results_levine13/additional_complete_fixed_checkpoint/data_mean_shift_k25/modes_all_data_mean_shift_k25_n1000_R2_seed0.npy
all_data_mean_shift_k25_n1000_R0.8_seed1,all,data_mean_shift,0.8,1,1000,167044,25,43,1.9992005206859176e-07,403,0,3.1643267080071382,results_levine13/additional_complete_fixed_checkpoint/data_mean_shift_k25/modes_all_data_mean_shift_k25_n1000_R0.8_seed1.npy
all_data_mean_shift_k25_n1000_R1.5_seed1,all,data_mean_shift,1.5,1,1000,167044,25,43,1.9992005206859176e-07,179,0,3.1643267080071382,results_levine13/additional_complete_fixed_checkpoint/data_mean_shift_k25/modes_all_data_mean_shift_k25_n1000_R1.5_seed1.npy
all_data_mean_shift_k25_n1000_R2_seed1,all,data_mean_shift,2.0,1,1000,167044,25,43,1.9992005206859176e-07,104,0,3.1643267080071382,results_levine13/additional_complete_fixed_checkpoint/data_mean_shift_k25/modes_all_data_mean_shift_k25_n1000_R2_seed1.npy
all_data_mean_shift_k25_n1000_R0.8_seed2,all,data_mean_shift,0.8,2,1000,167044,25,38,2.98395519848782e-07,404,0,2.9206475829996634,results_levine13/additional_complete_fixed_checkpoint/data_mean_shift_k25/modes_all_data_mean_shift_k25_n1000_R0.8_seed2.npy
all_data_mean_shift_k25_n1000_R1.5_seed2,all,data_mean_shift,1.5,2,1000,167044,25,38,2.98395519848782e-07,162,0,2.9206475829996634,results_levine13/additional_complete_fixed_checkpoint/data_mean_shift_k25/modes_all_data_mean_shift_k25_n1000_R1.5_seed2.npy
all_data_mean_shift_k25_n1000_R2_seed2,all,data_mean_shift,2.0,2,1000,167044,25,38,2.98395519848782e-07,91,0,2.9206475829996634,results_levine13/additional_complete_fixed_checkpoint/data_mean_shift_k25/modes_all_data_mean_shift_k25_n1000_R2_seed2.npy
all_data_mean_shift_k25_n1000_R0.8_seed3,all,data_mean_shift,0.8,3,1000,167044,25,40,3.9096474324651354e-07,406,0,3.149990833015181,results_levine13/additional_complete_fixed_checkpoint/data_mean_shift_k25/modes_all_data_mean_shift_k25_n1000_R0.8_seed3.npy
all_data_mean_shift_k25_n1000_R1.5_seed3,all,data_mean_shift,1.5,3,1000,167044,25,40,3.9096474324651354e-07,170,0,3.149990833015181,results_levine13/additional_complete_fixed_checkpoint/data_mean_shift_k25/modes_all_data_mean_shift_k25_n1000_R1.5_seed3.npy
all_data_mean_shift_k25_n1000_R2_seed3,all,data_mean_shift,2.0,3,1000,167044,25,40,3.9096474324651354e-07,100,0,3.149990833015181,results_levine13/additional_complete_fixed_checkpoint/data_mean_shift_k25/modes_all_data_mean_shift_k25_n1000_R2_seed3.npy
all_data_mean_shift_k25_n1000_R0.8_seed4,all,data_mean_shift,0.8,4,1000,167044,25,44,4.5099096723788534e-07,407,0,3.536025207984494,results_levine13/additional_complete_fixed_checkpoint/data_mean_shift_k25/modes_all_data_mean_shift_k25_n1000_R0.8_seed4.npy
all_data_mean_shift_k25_n1000_R1.5_seed4,all,data_mean_shift,1.5,4,1000,167044,25,44,4.5099096723788534e-07,173,0,3.536025207984494,results_levine13/additional_complete_fixed_checkpoint/data_mean_shift_k25/modes_all_data_mean_shift_k25_n1000_R1.5_seed4.npy
all_data_mean_shift_k25_n1000_R2_seed4,all,data_mean_shift,2.0,4,1000,167044,25,44,4.5099096723788534e-07,100,0,3.536025207984494,results_levine13/additional_complete_fixed_checkpoint/data_mean_shift_k25/modes_all_data_mean_shift_k25_n1000_R2_seed4.npy
