method,K,dseed,init_seed,eps,recall,precision,f1,soft_error,n_found,n_hits,n_correct,nfe
v3f2,5,2,2,1.5,1.0,1.0,1.0,0.8719733185129748,5,5,5,20450
v3f2,5,2,2,2.0,1.0,1.0,1.0,0.8719733185129748,5,5,5,20450
v3f2,5,2,2,2.5,1.0,1.0,1.0,0.8719733185129748,5,5,5,20450
v3f2,5,2,2,3.0,1.0,1.0,1.0,0.8719733185129748,5,5,5,20450
b0,5,2,2,1.0,0.4,0.0010035122930255895,0.002002002002002002,1.1831329051336161,1993,2,2,2000000
b0,5,2,2,1.5,0.8,0.008028098344204716,0.015896671634376552,1.1831329051336161,1993,4,16,2000000
b0,5,2,2,2.0,1.0,0.06322127446061214,0.11892402076451154,1.1831329051336161,1993,5,126,2000000
b0,5,2,2,2.5,1.0,0.2408429503261415,0.3881924787707238,1.1831329051336161,1993,5,480,2000000
b0,5,2,2,3.0,1.0,0.46613146011038636,0.6358658453114305,1.1831329051336161,1993,5,929,2000000
b10,5,2,2,1.0,0.8,0.007882291119285338,0.015610771432288277,0.8776704569067328,1903,4,15,2020000
b10,5,2,2,1.5,1.0,0.08775617446137678,0.16135265700483092,0.8776704569067328,1903,5,167,2020000
b10,5,2,2,2.0,1.0,0.26431949553336836,0.4181213632585204,0.8776704569067328,1903,5,503,2020000
b10,5,2,2,2.5,1.0,0.5296899632159747,0.6925455170044658,0.8776704569067328,1903,5,1008,2020000
b10,5,2,2,3.0,1.0,0.7903310562270099,0.8828881714117993,0.8776704569067328,1903,5,1504,2020000
v3f2,5,3,0,1.0,0.6,0.6,0.6,1.3193443185833245,5,3,3,17190
v3f2,5,3,0,1.5,0.6,0.6,0.6,1.3193443185833245,5,3,3,17190
v3f2,5,3,0,2.0,0.8,0.8,0.8000000000000002,1.3193443185833245,5,4,4,17190
v3f2,5,3,0,2.5,0.8,0.8,0.8000000000000002,1.3193443185833245,5,4,4,17190
v3f2,5,3,0,3.0,0.8,0.8,0.8000000000000002,1.3193443185833245,5,4,4,17190
b0,5,3,0,1.0,0.4,0.0037313432835820895,0.007393715341959334,1.0533389617089404,1876,2,7,2000000
b0,5,3,0,1.5,1.0,0.0730277185501066,0.1361152508693492,1.0533389617089404,1876,5,137,2000000
b0,5,3,0,2.0,1.0,0.34914712153518124,0.5175819834057684,1.0533389617089404,1876,5,655,2000000
b0,5,3,0,2.5,1.0,0.6753731343283582,0.8062360801781737,1.0533389617089404,1876,5,1267,2000000
b0,5,3,0,3.0,1.0,0.8614072494669509,0.9255441008018327,1.0533389617089404,1876,5,1616,2000000
b10,5,3,0,1.0,0.6,0.16557530402245088,0.2595307917888563,1.0201096650648371,1069,3,177,2020000
b10,5,3,0,1.5,0.8,0.4883068288119738,0.6064478652338077,1.0201096650648371,1069,4,522,2020000
b10,5,3,0,2.0,1.0,0.7530402245088869,0.8591248665955176,1.0201096650648371,1069,5,805,2020000
b10,5,3,0,2.5,1.0,0.8737137511693172,0.9326010983524713,1.0201096650648371,1069,5,934,2020000
b10,5,3,0,3.0,1.0,0.950420954162769,0.9745803357314148,1.0201096650648371,1069,5,1016,2020000
v3f2,5,3,1,1.0,0.6,0.6,0.6,1.3170125363361422,5,3,3,17320
v3f2,5,3,1,1.5,0.6,0.6,0.6,1.3170125363361422,5,3,3,17320
v3f2,5,3,1,2.0,0.8,0.8,0.8000000000000002,1.3170125363361422,5,4,4,17320
v3f2,5,3,1,2.5,0.8,0.8,0.8000000000000002,1.3170125363361422,5,4,4,17320
v3f2,5,3,1,3.0,0.8,0.8,0.8000000000000002,1.3170125363361422,5,4,4,17320
b0,5,3,1,1.0,0.4,0.0032258064516129032,0.0063999999999999994,1.2979442529743097,1860,2,6,2000000
b0,5,3,1,1.5,0.8,0.08602150537634409,0.15533980582524273,1.2979442529743097,1860,4,160,2000000
b0,5,3,1,2.0,0.8,0.35268817204301073,0.4895522388059701,1.2979442529743097,1860,4,656,2000000
b0,5,3,1,2.5,1.0,0.6903225806451613,0.8167938931297709,1.2979442529743097,1860,5,1284,2000000
b0,5,3,1,3.0,1.0,0.8731182795698925,0.9322617680826637,1.2979442529743097,1860,5,1624,2000000
b10,5,3,1,1.0,1.0,0.1614678899082569,0.27804107424960506,0.7630165530179764,1090,5,176,2020000
b10,5,3,1,1.5,1.0,0.4761467889908257,0.6451211932877563,0.7630165530179764,1090,5,519,2020000
b10,5,3,1,2.0,1.0,0.7293577981651376,0.8435013262599469,0.7630165530179764,1090,5,795,2020000
b10,5,3,1,2.5,1.0,0.8889908256880734,0.9412336085478388,0.7630165530179764,1090,5,969,2020000
b10,5,3,1,3.0,1.0,0.9504587155963303,0.9746001881467544,0.7630165530179764,1090,5,1036,2020000
v3f2,5,3,2,1.0,0.6,0.6,0.6,1.3162355280724416,5,3,3,17570
v3f2,5,3,2,1.5,0.6,0.6,0.6,1.3162355280724416,5,3,3,17570
v3f2,5,3,2,2.0,0.8,0.8,0.8000000000000002,1.3162355280724416,5,4,4,17570
v3f2,5,3,2,2.5,0.8,0.8,0.8000000000000002,1.3162355280724416,5,4,4,17570
v3f2,5,3,2,3.0,0.8,0.8,0.8000000000000002,1.3162355280724416,5,4,4,17570
b0,5,3,2,1.0,0.4,0.005860415556739478,0.011551588343397217,1.2638795429339456,1877,2,11,2000000
b0,5,3,2,1.5,0.8,0.07032498668087374,0.12928501469147896,1.2638795429339456,1877,4,132,2000000
b0,5,3,2,2.0,0.8,0.3484283431006926,0.4854332900352569,1.2638795429339456,1877,4,654,2000000
b0,5,3,2,2.5,1.0,0.6734150239744273,0.8048392231773321,1.2638795429339456,1877,5,1264,2000000
b0,5,3,2,3.0,1.0,0.8561534363345764,0.9225028702640643,1.2638795429339456,1877,5,1607,2000000
b10,5,3,2,1.0,0.6,0.15420129270544783,0.24534769833496575,0.9460149605825887,1083,3,167,2020000
b10,5,3,2,1.5,0.8,0.48291782086795937,0.6022743630344033,0.9460149605825887,1083,4,523,2020000
b10,5,3,2,2.0,1.0,0.7359187442289935,0.847872340425532,0.9460149605825887,1083,5,797,2020000
b10,5,3,2,2.5,1.0,0.8790397045244691,0.9356265356265356,0.9460149605825887,1083,5,952,2020000
b10,5,3,2,3.0,1.0,0.9529085872576177,0.975886524822695,0.9460149605825887,1083,5,1032,2020000
v3f2,5,4,0,1.0,0.4,0.4,0.4000000000000001,1.324832143729612,5,2,2,19160
v3f2,5,4,0,1.5,0.6,0.6,0.6,1.324832143729612,5,3,3,19160
v3f2,5,4,0,2.0,0.8,0.8,0.8000000000000002,1.324832143729612,5,4,4,19160
v3f2,5,4,0,2.5,0.8,0.8,0.8000000000000002,1.324832143729612,5,4,4,19160
v3f2,5,4,0,3.0,1.0,1.0,1.0,1.324832143729612,5,5,5,19160
b0,5,4,0,1.0,0.2,0.0030959752321981426,0.006097560975609756,1.1874926049838321,1938,1,6,2000000
b0,5,4,0,1.5,0.8,0.04592363261093911,0.08686104672441138,1.1874926049838321,1938,4,89,2000000
b0,5,4,0,2.0,1.0,0.15944272445820434,0.2750333778371162,1.1874926049838321,1938,5,309,2000000
b0,5,4,0,2.5,1.0,0.3673890608875129,0.5373584905660377,1.1874926049838321,1938,5,712,2000000
b0,5,4,0,3.0,1.0,0.6016511867905057,0.7512886597938144,1.1874926049838321,1938,5,1166,2000000
b10,5,4,0,1.0,0.4,0.02118380062305296,0.04023668639053254,0.9072605245262766,1605,2,34,2020000
b10,5,4,0,1.5,1.0,0.11588785046728972,0.20770519262981574,0.9072605245262766,1605,5,186,2020000
b10,5,4,0,2.0,1.0,0.41869158878504675,0.5902503293807642,0.9072605245262766,1605,5,672,2020000
b10,5,4,0,2.5,1.0,0.7021806853582554,0.8250366032210835,0.9072605245262766,1605,5,1127,2020000
b10,5,4,0,3.0,1.0,0.8785046728971962,0.9353233830845772,0.9072605245262766,1605,5,1410,2020000
v3f2,5,4,1,1.0,0.4,0.3333333333333333,0.3636363636363636,1.3240947527836153,6,2,2,19560
v3f2,5,4,1,1.5,0.6,0.5,0.5454545454545454,1.3240947527836153,6,3,3,19560
v3f2,5,4,1,2.0,0.8,0.8333333333333334,0.816326530612245,1.3240947527836153,6,4,5,19560
v3f2,5,4,1,2.5,0.8,0.8333333333333334,0.816326530612245,1.3240947527836153,6,4,5,19560
v3f2,5,4,1,3.0,1.0,1.0,1.0,1.3240947527836153,6,5,6,19560
b0,5,4,1,1.0,0.4,0.0035769034236075624,0.0070904026335781205,1.1195464789253626,1957,2,7,2000000
b0,5,4,1,1.5,0.8,0.04649974450689831,0.08789086079922732,1.1195464789253626,1957,4,91,2000000
b0,5,4,1,2.0,1.0,0.18599897802759324,0.3136579060749677,1.1195464789253626,1957,5,364,2000000
b0,5,4,1,2.5,1.0,0.38528359734287176,0.5562523054223534,1.1195464789253626,1957,5,754,2000000
b0,5,4,1,3.0,1.0,0.6126724578436382,0.7598225602027884,1.1195464789253626,1957,5,1199,2000000
b10,5,4,1,1.0,0.6,0.020846493998736577,0.040293040293040296,0.9174780083784976,1583,3,33,2020000
b10,5,4,1,1.5,1.0,0.11433986102337335,0.2052154195011338,0.9174780083784976,1583,5,181,2020000
b10,5,4,1,2.0,1.0,0.40934933670246365,0.5809054235768714,0.9174780083784976,1583,5,648,2020000
b10,5,4,1,2.5,1.0,0.7049905243209097,0.8269729529455353,0.9174780083784976,1583,5,1116,2020000
b10,5,4,1,3.0,1.0,0.8768161718256475,0.9343655334904073,0.9174780083784976,1583,5,1388,2020000
v3f2,5,4,2,1.0,0.4,0.4,0.4000000000000001,1.3251004084930686,5,2,2,19050
v3f2,5,4,2,1.5,0.6,0.6,0.6,1.3251004084930686,5,3,3,19050
v3f2,5,4,2,2.0,0.8,0.8,0.8000000000000002,1.3251004084930686,5,4,4,19050
v3f2,5,4,2,2.5,0.8,0.8,0.8000000000000002,1.3251004084930686,5,4,4,19050
v3f2,5,4,2,3.0,1.0,1.0,1.0,1.3251004084930686,5,5,5,19050
b0,5,4,2,1.0,0.2,0.0025693730729701952,0.0050735667174023336,1.0941331415832147,1946,1,5,2000000
b0,5,4,2,1.5,1.0,0.04933196300102775,0.09402546523016649,1.0941331415832147,1946,5,96,2000000
b0,5,4,2,2.0,1.0,0.17574511819116137,0.29895104895104896,1.0941331415832147,1946,5,342,2000000
b0,5,4,2,2.5,1.0,0.36279547790339156,0.5324283559577677,1.0941331415832147,1946,5,706,2000000
b0,5,4,2,3.0,1.0,0.591983556012333,0.7437056165267915,1.0941331415832147,1946,5,1152,2000000
b10,5,4,2,1.0,0.4,0.023299748110831235,0.04403451353763761,0.8799656664207027,1588,2,37,2020000
b10,5,4,2,1.5,1.0,0.11460957178841309,0.2056497175141243,0.8799656664207027,1588,5,182,2020000
b10,5,4,2,2.0,1.0,0.38476070528967254,0.5557071396089132,0.8799656664207027,1588,5,611,2020000
b10,5,4,2,2.5,1.0,0.6838790931989924,0.81226626776365,0.8799656664207027,1588,5,1086,2020000
b10,5,4,2,3.0,1.0,0.8589420654911839,0.924119241192412,0.8799656664207027,1588,5,1364,2020000
v3f2,6,0,0,1.0,0.6666666666666666,0.5,0.5714285714285715,1.2573857639114432,8,4,4,19300
v3f2,6,0,0,1.5,0.6666666666666666,0.5,0.5714285714285715,1.2573857639114432,8,4,4,19300
v3f2,6,0,0,2.0,0.8333333333333334,0.625,0.7142857142857143,1.2573857639114432,8,5,5,19300
v3f2,6,0,0,2.5,0.8333333333333334,0.625,0.7142857142857143,1.2573857639114432,8,5,5,19300
v3f2,6,0,0,3.0,0.8333333333333334,0.625,0.7142857142857143,1.2573857639114432,8,5,5,19300
b0,6,0,0,1.0,0.5,0.0035971223021582736,0.0071428571428571435,1.087138358287495,1946,3,7,2000000
b0,6,0,0,1.5,1.0,0.06474820143884892,0.12162162162162161,1.087138358287495,1946,6,126,2000000
b0,6,0,0,2.0,1.0,0.2646454265159301,0.41852905323039413,1.087138358287495,1946,6,515,2000000
b0,6,0,0,2.5,1.0,0.5154162384378211,0.6802305866395388,1.087138358287495,1946,6,1003,2000000
b0,6,0,0,3.0,1.0,0.7317574511819116,0.8451038575667655,1.087138358287495,1946,6,1424,2000000
b10,6,0,0,1.0,0.6666666666666666,0.0835102618542109,0.14842767295597487,0.891128903275383,1413,4,118,2020000
b10,6,0,0,1.5,0.8333333333333334,0.2597310686482661,0.3960289198230279,0.891128903275383,1413,5,367,2020000
b10,6,0,0,2.0,1.0,0.5449398443029017,0.7054512139257902,0.891128903275383,1413,6,770,2020000
b10,6,0,0,2.5,1.0,0.7926397735314933,0.8843268851164626,0.891128903275383,1413,6,1120,2020000
b10,6,0,0,3.0,1.0,0.943382873319179,0.9708667152221413,0.891128903275383,1413,6,1333,2020000
v3f2,6,0,1,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.2598032829324635,6,4,4,19030
v3f2,6,0,1,1.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.2598032829324635,6,4,4,19030
v3f2,6,0,1,2.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.2598032829324635,6,5,5,19030
v3f2,6,0,1,2.5,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.2598032829324635,6,5,5,19030
v3f2,6,0,1,3.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.2598032829324635,6,5,5,19030
b0,6,0,1,1.0,0.3333333333333333,0.0031201248049922,0.0061823802163833074,1.0856799805329989,1923,2,6,2000000
b0,6,0,1,1.5,0.8333333333333334,0.06604264170566823,0.12238604606340948,1.0856799805329989,1923,5,127,2000000
b0,6,0,1,2.0,1.0,0.26781071242849713,0.4224774405250205,1.0856799805329989,1923,6,515,2000000
b0,6,0,1,2.5,1.0,0.5127405096203849,0.677896184255758,1.0856799805329989,1923,6,986,2000000
b0,6,0,1,3.0,1.0,0.7566302652106084,0.86145648312611,1.0856799805329989,1923,6,1455,2000000
b10,6,0,1,1.0,0.6666666666666666,0.07152875175315568,0.12919569347688412,0.9077696666767542,1426,4,102,2020000
b10,6,0,1,1.5,0.8333333333333334,0.2713884992987377,0.409437156157427,0.9077696666767542,1426,5,387,2020000
b10,6,0,1,2.0,1.0,0.5525946704067322,0.7118337850045168,0.9077696666767542,1426,6,788,2020000
b10,6,0,1,2.5,1.0,0.8078541374474053,0.8937160589604344,0.9077696666767542,1426,6,1152,2020000
b10,6,0,1,3.0,1.0,0.9424964936886395,0.9703971119133574,0.9077696666767542,1426,6,1344,2020000
v3f2,6,0,2,1.0,0.6666666666666666,0.5714285714285714,0.6153846153846153,1.258545339274928,7,4,4,19170
v3f2,6,0,2,1.5,0.6666666666666666,0.7142857142857143,0.689655172413793,1.258545339274928,7,4,5,19170
v3f2,6,0,2,2.0,0.8333333333333334,0.8571428571428571,0.8450704225352113,1.258545339274928,7,5,6,19170
v3f2,6,0,2,2.5,0.8333333333333334,0.8571428571428571,0.8450704225352113,1.258545339274928,7,5,6,19170
v3f2,6,0,2,3.0,0.8333333333333334,0.8571428571428571,0.8450704225352113,1.258545339274928,7,5,6,19170
b0,6,0,2,1.0,0.3333333333333333,0.003626943005181347,0.007175807278318811,1.1809890420277702,1930,2,7,2000000
b0,6,0,2,1.5,0.8333333333333334,0.06580310880829016,0.12197464464079909,1.1809890420277702,1930,5,127,2000000
b0,6,0,2,2.0,1.0,0.261139896373057,0.4141331142152835,1.1809890420277702,1930,6,504,2000000
b0,6,0,2,2.5,1.0,0.510880829015544,0.6762688614540466,1.1809890420277702,1930,6,986,2000000
b0,6,0,2,3.0,1.0,0.727979274611399,0.8425787106446777,1.1809890420277702,1930,6,1405,2000000
b10,6,0,2,1.0,0.6666666666666666,0.07692307692307693,0.13793103448275862,0.9030066201839428,1443,4,111,2020000
b10,6,0,2,1.5,0.8333333333333334,0.24462924462924462,0.3782277938497803,0.9030066201839428,1443,5,353,2020000
b10,6,0,2,2.0,1.0,0.5273735273735274,0.690562613430127,0.9030066201839428,1443,6,761,2020000
b10,6,0,2,2.5,1.0,0.7941787941787942,0.8852838933951332,0.9030066201839428,1443,6,1146,2020000
b10,6,0,2,3.0,1.0,0.9404019404019404,0.9692857142857143,0.9030066201839428,1443,6,1357,2020000
v3f2,6,1,0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.1553367387998053,6,4,4,19030
v3f2,6,1,0,1.5,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.1553367387998053,6,5,5,19030
v3f2,6,1,0,2.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.1553367387998053,6,5,5,19030
v3f2,6,1,0,2.5,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.1553367387998053,6,5,5,19030
v3f2,6,1,0,3.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.1553367387998053,6,5,5,19030
b0,6,1,0,1.0,0.3333333333333333,0.0010090817356205853,0.002012072434607646,1.2233059084412792,1982,2,2,2000000
b0,6,1,0,1.5,0.8333333333333334,0.02875882946518668,0.055598907530238,1.2233059084412792,1982,5,57,2000000
b0,6,1,0,2.0,0.8333333333333334,0.12613521695257315,0.21910604732690622,1.2233059084412792,1982,5,250,2000000
b0,6,1,0,2.5,1.0,0.32088799192734613,0.48586707410236823,1.2233059084412792,1982,6,636,2000000
b0,6,1,0,3.0,1.0,0.5650857719475277,0.7221147646679561,1.2233059084412792,1982,6,1120,2000000
b10,6,1,0,1.0,0.6666666666666666,0.017318435754189943,0.033759869316634904,0.8034016477526903,1790,4,31,2020000
b10,6,1,0,1.5,1.0,0.1223463687150838,0.21801891488302635,0.8034016477526903,1790,6,219,2020000
b10,6,1,0,2.0,1.0,0.31787709497206706,0.4824077999152183,0.8034016477526903,1790,6,569,2020000
b10,6,1,0,2.5,1.0,0.6217877094972067,0.7667929727867724,0.8034016477526903,1790,6,1113,2020000
b10,6,1,0,3.0,1.0,0.8569832402234637,0.9229843561973525,0.8034016477526903,1790,6,1534,2020000
v3f2,6,1,1,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.1579413625187958,6,4,4,19550
v3f2,6,1,1,1.5,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.1579413625187958,6,5,5,19550
v3f2,6,1,1,2.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.1579413625187958,6,5,5,19550
v3f2,6,1,1,2.5,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.1579413625187958,6,5,5,19550
v3f2,6,1,1,3.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.1579413625187958,6,5,5,19550
b0,6,1,1,1.0,0.5,0.001509813789632612,0.0030105368790767683,1.1643275494248435,1987,3,3,2000000
b0,6,1,1,1.5,0.8333333333333334,0.025666834423754403,0.04979982423591446,1.1643275494248435,1987,5,51,2000000
b0,6,1,1,2.0,0.8333333333333334,0.12078510317060896,0.210989010989011,1.1643275494248435,1987,5,240,2000000
b0,6,1,1,2.5,1.0,0.32008052340211374,0.484940907357987,1.1643275494248435,1987,6,636,2000000
b0,6,1,1,3.0,1.0,0.579768495218923,0.7339917171073591,1.1643275494248435,1987,6,1152,2000000
b10,6,1,1,1.0,0.8333333333333334,0.016138007790762382,0.03166284528878699,0.770482950451241,1797,5,29,2020000
b10,6,1,1,1.5,1.0,0.10740122426266,0.19396984924623115,0.770482950451241,1797,6,193,2020000
b10,6,1,1,2.0,1.0,0.3183082915971063,0.48290417897847193,0.770482950451241,1797,6,572,2020000
b10,6,1,1,2.5,1.0,0.5987757373400111,0.7490428123912286,0.770482950451241,1797,6,1076,2020000
b10,6,1,1,3.0,1.0,0.8503060656649972,0.9190977443609023,0.770482950451241,1797,6,1528,2020000
v3f2,6,1,2,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.158564770036963,6,4,4,19900
v3f2,6,1,2,1.5,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.158564770036963,6,5,5,19900
v3f2,6,1,2,2.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.158564770036963,6,5,5,19900
v3f2,6,1,2,2.5,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.158564770036963,6,5,5,19900
v3f2,6,1,2,3.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.158564770036963,6,5,5,19900
b0,6,1,2,1.0,0.3333333333333333,0.0015128593040847202,0.003012048192771084,1.1702992300440183,1983,2,3,2000000
b0,6,1,2,1.5,0.8333333333333334,0.029752899646999495,0.057454474632388744,1.1702992300440183,1983,5,59,2000000
b0,6,1,2,2.0,0.8333333333333334,0.12506303580433686,0.21748662632640534,1.1702992300440183,1983,5,248,2000000
b0,6,1,2,2.5,1.0,0.3101361573373676,0.47344110854503463,1.1702992300440183,1983,6,615,2000000
b0,6,1,2,3.0,1.0,0.551185073121533,0.7106631989596878,1.1702992300440183,1983,6,1093,2000000
b10,6,1,2,1.0,0.8333333333333334,0.014068655036578503,0.02767017155506364,0.8098198044018267,1777,5,25,2020000
b10,6,1,2,1.5,1.0,0.12492965672481711,0.2221110555277639,0.8098198044018267,1777,6,222,2020000
b10,6,1,2,2.0,1.0,0.3202025886325267,0.485080988917306,0.8098198044018267,1777,6,569,2020000
b10,6,1,2,2.5,1.0,0.6088913899831176,0.7569080097936342,0.8098198044018267,1777,6,1082,2020000
b10,6,1,2,3.0,1.0,0.8536859876195836,0.9210686095931998,0.8098198044018267,1777,6,1517,2020000
v3f2,6,2,0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.847140285802347,6,4,4,17970
v3f2,6,2,0,1.5,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.847140285802347,6,5,5,17970
v3f2,6,2,0,2.0,1.0,1.0,1.0,0.847140285802347,6,6,6,17970
v3f2,6,2,0,2.5,1.0,1.0,1.0,0.847140285802347,6,6,6,17970
v3f2,6,2,0,3.0,1.0,1.0,1.0,0.847140285802347,6,6,6,17970
b0,6,2,0,1.0,0.6666666666666666,0.007543103448275862,0.014917421417155035,1.053977374594144,1856,4,14,2000000
b0,6,2,0,1.5,0.8333333333333334,0.10075431034482758,0.17977312055373967,1.053977374594144,1856,5,187,2000000
b0,6,2,0,2.0,1.0,0.3723060344827586,0.5425991362387121,1.053977374594144,1856,6,691,2000000
b0,6,2,0,2.5,1.0,0.6169181034482759,0.7630789736754416,1.053977374594144,1856,6,1145,2000000
b0,6,2,0,3.0,1.0,0.7720905172413793,0.8713894800851322,1.053977374594144,1856,6,1433,2000000
b10,6,2,0,1.0,0.8333333333333334,0.14035087719298245,0.2402402402402402,0.7042411876592376,1197,5,168,2020000
b10,6,2,0,1.5,1.0,0.3742690058479532,0.5446808510638298,0.7042411876592376,1197,6,448,2020000
b10,6,2,0,2.0,1.0,0.5463659147869674,0.706645056726094,0.7042411876592376,1197,6,654,2020000
b10,6,2,0,2.5,1.0,0.7502088554720133,0.8572792362768495,0.7042411876592376,1197,6,898,2020000
b10,6,2,0,3.0,1.0,0.8905597326649958,0.9421122403888642,0.7042411876592376,1197,6,1066,2020000
v3f2,6,2,1,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8483234783222845,6,4,4,17910
v3f2,6,2,1,1.5,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8483234783222845,6,5,5,17910
v3f2,6,2,1,2.0,1.0,1.0,1.0,0.8483234783222845,6,6,6,17910
v3f2,6,2,1,2.5,1.0,1.0,1.0,0.8483234783222845,6,6,6,17910
v3f2,6,2,1,3.0,1.0,1.0,1.0,0.8483234783222845,6,6,6,17910
b0,6,2,1,1.0,0.5,0.007539041464728056,0.014854111405835544,0.9645567529043797,1857,3,14,2000000
b0,6,2,1,1.5,1.0,0.10231556273559504,0.18563751831949196,0.9645567529043797,1857,6,190,2000000
b0,6,2,1,2.0,1.0,0.3737210554658051,0.5441003528028224,0.9645567529043797,1857,6,694,2000000
b0,6,2,1,2.5,1.0,0.6257404415724287,0.7697913216296787,0.9645567529043797,1857,6,1162,2000000
b0,6,2,1,3.0,1.0,0.7867528271405493,0.8806509945750453,0.9645567529043797,1857,6,1461,2000000
b10,6,2,1,1.0,0.8333333333333334,0.13659359190556492,0.23471457548536656,0.6830437321436201,1186,5,162,2020000
b10,6,2,1,1.5,1.0,0.3844856661045531,0.5554202192448234,0.6830437321436201,1186,6,456,2020000
b10,6,2,1,2.0,1.0,0.5581787521079258,0.7164502164502164,0.6830437321436201,1186,6,662,2020000
b10,6,2,1,2.5,1.0,0.7630691399662732,0.8656145384983261,0.6830437321436201,1186,6,905,2020000
b10,6,2,1,3.0,1.0,0.903035413153457,0.9490474080638015,0.6830437321436201,1186,6,1071,2020000
v3f2,6,2,2,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8499308732962287,6,4,4,17610
v3f2,6,2,2,1.5,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8499308732962287,6,5,5,17610
v3f2,6,2,2,2.0,1.0,1.0,1.0,0.8499308732962287,6,6,6,17610
v3f2,6,2,2,2.5,1.0,1.0,1.0,0.8499308732962287,6,6,6,17610
v3f2,6,2,2,3.0,1.0,1.0,1.0,0.8499308732962287,6,6,6,17610
b0,6,2,2,1.0,0.6666666666666666,0.006455083378160301,0.012786361214704316,0.9890934320057175,1859,4,12,2000000
b0,6,2,2,1.5,1.0,0.1048951048951049,0.18987341772151897,0.9890934320057175,1859,6,195,2000000
b0,6,2,2,2.0,1.0,0.3663259817105971,0.536220472440945,0.9890934320057175,1859,6,681,2000000
b0,6,2,2,2.5,1.0,0.6250672404518558,0.7692816948030453,0.9890934320057175,1859,6,1162,2000000
b0,6,2,2,3.0,1.0,0.7767616998386229,0.8743566454738116,0.9890934320057175,1859,6,1444,2000000
b10,6,2,2,1.0,1.0,0.13648293963254593,0.24018475750577364,0.5583463093511399,1143,6,156,2020000
b10,6,2,2,1.5,1.0,0.3902012248468941,0.5613593455003146,0.5583463093511399,1143,6,446,2020000
b10,6,2,2,2.0,1.0,0.5756780402449694,0.73070516379789,0.5583463093511399,1143,6,658,2020000
b10,6,2,2,2.5,1.0,0.7847769028871391,0.8794117647058823,0.5583463093511399,1143,6,897,2020000
b10,6,2,2,3.0,1.0,0.9072615923009624,0.9513761467889909,0.5583463093511399,1143,6,1037,2020000
v3f2,6,3,0,1.0,0.3333333333333333,0.2857142857142857,0.30769230769230765,1.9266192858748825,7,2,2,17880
v3f2,6,3,0,1.5,0.5,0.42857142857142855,0.4615384615384615,1.9266192858748825,7,3,3,17880
v3f2,6,3,0,2.0,0.6666666666666666,0.5714285714285714,0.6153846153846153,1.9266192858748825,7,4,4,17880
v3f2,6,3,0,2.5,0.6666666666666666,0.5714285714285714,0.6153846153846153,1.9266192858748825,7,4,4,17880
v3f2,6,3,0,3.0,0.6666666666666666,0.5714285714285714,0.6153846153846153,1.9266192858748825,7,4,4,17880
b0,6,3,0,1.0,0.3333333333333333,0.003260869565217391,0.006458557588805166,1.2345708405905278,1840,2,6,2000000
b0,6,3,0,1.5,0.8333333333333334,0.08097826086956522,0.14761244303546664,1.2345708405905278,1840,5,149,2000000
b0,6,3,0,2.0,1.0,0.33260869565217394,0.49918433931484507,1.2345708405905278,1840,6,612,2000000
b0,6,3,0,2.5,1.0,0.6043478260869565,0.7533875338753387,1.2345708405905278,1840,6,1112,2000000
b0,6,3,0,3.0,1.0,0.775,0.8732394366197184,1.2345708405905278,1840,6,1426,2000000
b10,6,3,0,1.0,0.6666666666666666,0.17442922374429223,0.2765110387260224,1.0861518693874896,1095,4,191,2020000
b10,6,3,0,1.5,0.6666666666666666,0.3680365296803653,0.47425713445130924,1.0861518693874896,1095,4,403,2020000
b10,6,3,0,2.0,1.0,0.5342465753424658,0.6964285714285715,1.0861518693874896,1095,6,585,2020000
b10,6,3,0,2.5,1.0,0.7744292237442922,0.8728769943386516,1.0861518693874896,1095,6,848,2020000
