method,K,dseed,init_seed,eps,recall,precision,f1,soft_error,n_found,n_hits,n_correct,nfe
b10,3,0,2,1.0,1.0,0.047244094488188976,0.09022556390977444,0.7223013297849166,1524,3,72,2020000
b10,3,0,2,1.5,1.0,0.23556430446194226,0.3813064259160914,0.7223013297849166,1524,3,359,2020000
b10,3,0,2,2.0,1.0,0.5006561679790026,0.6672496720594666,0.7223013297849166,1524,3,763,2020000
b10,3,0,2,2.5,1.0,0.7801837270341208,0.8765204570586067,0.7223013297849166,1524,3,1189,2020000
b10,3,0,2,3.0,1.0,0.916010498687664,0.9561643835616438,0.7223013297849166,1524,3,1396,2020000
v3f2,3,1,0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6550284792148929,3,2,2,18910
v3f2,3,1,0,1.5,1.0,1.0,1.0,0.6550284792148929,3,3,3,18910
v3f2,3,1,0,2.0,1.0,1.0,1.0,0.6550284792148929,3,3,3,18910
v3f2,3,1,0,2.5,1.0,1.0,1.0,0.6550284792148929,3,3,3,18910
v3f2,3,1,0,3.0,1.0,1.0,1.0,0.6550284792148929,3,3,3,18910
b0,3,1,0,1.0,1.0,0.002036659877800407,0.004065040650406504,0.8660782757502585,1964,3,4,2000000
b0,3,1,0,1.5,1.0,0.03004073319755601,0.0583292140385566,0.8660782757502585,1964,3,59,2000000
b0,3,1,0,2.0,1.0,0.1410386965376782,0.2472110664881749,0.8660782757502585,1964,3,277,2000000
b0,3,1,0,2.5,1.0,0.3905295315682281,0.5616990113511535,0.8660782757502585,1964,3,767,2000000
b0,3,1,0,3.0,1.0,0.670061099796334,0.802439024390244,0.8660782757502585,1964,3,1316,2000000
b10,3,1,0,1.0,1.0,0.01982651796778191,0.03888213851761847,0.638674989238845,1614,3,32,2020000
b10,3,1,0,1.5,1.0,0.15613382899628253,0.270096463022508,0.638674989238845,1614,3,252,2020000
b10,3,1,0,2.0,1.0,0.5477075588599752,0.7077662129703763,0.638674989238845,1614,3,884,2020000
b10,3,1,0,2.5,1.0,0.8513011152416357,0.9196787148594378,0.638674989238845,1614,3,1374,2020000
b10,3,1,0,3.0,1.0,0.959727385377943,0.9794498893455581,0.638674989238845,1614,3,1549,2020000
v3f2,3,1,1,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6544451400870286,3,2,2,18750
v3f2,3,1,1,1.5,1.0,1.0,1.0,0.6544451400870286,3,3,3,18750
v3f2,3,1,1,2.0,1.0,1.0,1.0,0.6544451400870286,3,3,3,18750
v3f2,3,1,1,2.5,1.0,1.0,1.0,0.6544451400870286,3,3,3,18750
v3f2,3,1,1,3.0,1.0,1.0,1.0,0.6544451400870286,3,3,3,18750
b0,3,1,1,1.0,0.6666666666666666,0.0010136847440446021,0.0020242914979757085,0.9472892801129432,1973,2,2,2000000
b0,3,1,1,1.5,1.0,0.027369488089204256,0.05328071040947212,0.9472892801129432,1973,3,54,2000000
b0,3,1,1,2.0,1.0,0.146477445514445,0.25552608311228997,0.9472892801129432,1973,3,289,2000000
b0,3,1,1,2.5,1.0,0.3963507349214394,0.5676950998185117,0.9472892801129432,1973,3,782,2000000
b0,3,1,1,3.0,1.0,0.6847440446021288,0.812876052948255,0.9472892801129432,1973,3,1351,2000000
b10,3,1,1,1.0,1.0,0.019692307692307693,0.03862401931200966,0.6546666107862812,1625,3,32,2020000
b10,3,1,1,1.5,1.0,0.15323076923076923,0.26574172892209175,0.6546666107862812,1625,3,249,2020000
b10,3,1,1,2.0,1.0,0.5224615384615384,0.6863379143088116,0.6546666107862812,1625,3,849,2020000
b10,3,1,1,2.5,1.0,0.8449230769230769,0.9159439626417611,0.6546666107862812,1625,3,1373,2020000
b10,3,1,1,3.0,1.0,0.9636923076923077,0.9815104982764025,0.6546666107862812,1625,3,1566,2020000
v3f2,3,1,2,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6559052999906876,3,2,2,18740
v3f2,3,1,2,1.5,1.0,1.0,1.0,0.6559052999906876,3,3,3,18740
v3f2,3,1,2,2.0,1.0,1.0,1.0,0.6559052999906876,3,3,3,18740
v3f2,3,1,2,2.5,1.0,1.0,1.0,0.6559052999906876,3,3,3,18740
v3f2,3,1,2,3.0,1.0,1.0,1.0,0.6559052999906876,3,3,3,18740
b0,3,1,2,1.0,0.6666666666666666,0.0020232675771370764,0.004034291477559253,0.9775543894263604,1977,2,4,2000000
b0,3,1,2,1.5,1.0,0.03186646433990895,0.061764705882352944,0.9775543894263604,1977,3,63,2000000
b0,3,1,2,2.0,1.0,0.14820435002529084,0.2581497797356828,0.9775543894263604,1977,3,293,2000000
b0,3,1,2,2.5,1.0,0.39049064238745573,0.5616587850127319,0.9775543894263604,1977,3,772,2000000
b0,3,1,2,3.0,1.0,0.6757713707637835,0.806519770600664,0.9775543894263604,1977,3,1336,2000000
b10,3,1,2,1.0,1.0,0.02018348623853211,0.039568345323741004,0.585042767347918,1635,3,33,2020000
b10,3,1,2,1.5,1.0,0.1602446483180428,0.2762256193990511,0.585042767347918,1635,3,262,2020000
b10,3,1,2,2.0,1.0,0.5082568807339449,0.6739659367396593,0.585042767347918,1635,3,831,2020000
b10,3,1,2,2.5,1.0,0.8373088685015291,0.9114513981358189,0.585042767347918,1635,3,1369,2020000
b10,3,1,2,3.0,1.0,0.9718654434250764,0.9857320099255583,0.585042767347918,1635,3,1589,2020000
v3f2,3,2,0,1.0,1.0,1.0,1.0,0.5510216424103663,3,3,3,18810
v3f2,3,2,0,1.5,1.0,1.0,1.0,0.5510216424103663,3,3,3,18810
v3f2,3,2,0,2.0,1.0,1.0,1.0,0.5510216424103663,3,3,3,18810
v3f2,3,2,0,2.5,1.0,1.0,1.0,0.5510216424103663,3,3,3,18810
v3f2,3,2,0,3.0,1.0,1.0,1.0,0.5510216424103663,3,3,3,18810
b0,3,2,0,1.0,0.3333333333333333,0.000510986203372509,0.001020408163265306,1.1692006249079185,1957,1,1,2000000
b0,3,2,0,1.5,1.0,0.031170158405723045,0.06045589692765113,1.1692006249079185,1957,3,61,2000000
b0,3,2,0,2.0,1.0,0.14716402657128258,0.25657015590200444,1.1692006249079185,1957,3,288,2000000
b0,3,2,0,2.5,1.0,0.30608073582013284,0.4687010954616588,1.1692006249079185,1957,3,599,2000000
b0,3,2,0,3.0,1.0,0.4895247828308636,0.6572898799313894,1.1692006249079185,1957,3,958,2000000
b10,3,2,0,1.0,1.0,0.05878750765462339,0.11104684788895315,0.591987115521654,1633,3,96,2020000
b10,3,2,0,1.5,1.0,0.13288426209430496,0.23459459459459459,0.591987115521654,1633,3,217,2020000
b10,3,2,0,2.0,1.0,0.2908756889161053,0.4506641366223909,0.591987115521654,1633,3,475,2020000
b10,3,2,0,2.5,1.0,0.5603184323331292,0.7182103610675039,0.591987115521654,1633,3,915,2020000
b10,3,2,0,3.0,1.0,0.7844458052663809,0.8792038435140699,0.591987115521654,1633,3,1281,2020000
v3f2,3,2,1,1.0,1.0,1.0,1.0,0.551784890241646,3,3,3,18990
v3f2,3,2,1,1.5,1.0,1.0,1.0,0.551784890241646,3,3,3,18990
v3f2,3,2,1,2.0,1.0,1.0,1.0,0.551784890241646,3,3,3,18990
v3f2,3,2,1,2.5,1.0,1.0,1.0,0.551784890241646,3,3,3,18990
v3f2,3,2,1,3.0,1.0,1.0,1.0,0.551784890241646,3,3,3,18990
b0,3,2,1,1.0,0.6666666666666666,0.002551020408163265,0.00508259212198221,0.9420133130750193,1960,2,5,2000000
b0,3,2,1,1.5,1.0,0.02806122448979592,0.05459057071960297,0.9420133130750193,1960,3,55,2000000
b0,3,2,1,2.0,1.0,0.1489795918367347,0.2593250444049734,0.9420133130750193,1960,3,292,2000000
b0,3,2,1,2.5,1.0,0.31887755102040816,0.4835589941972921,0.9420133130750193,1960,3,625,2000000
b0,3,2,1,3.0,1.0,0.511734693877551,0.6770165372932838,0.9420133130750193,1960,3,1003,2000000
b10,3,2,1,1.0,0.6666666666666666,0.057704112952731736,0.10621468926553672,0.8465451993635956,1629,2,94,2020000
b10,3,2,1,1.5,1.0,0.13259668508287292,0.2341463414634146,0.8465451993635956,1629,3,216,2020000
b10,3,2,1,2.0,1.0,0.2823818293431553,0.44040210627094306,0.8465451993635956,1629,3,460,2020000
b10,3,2,1,2.5,1.0,0.5224063842848373,0.6862903225806452,0.8465451993635956,1629,3,851,2020000
b10,3,2,1,3.0,1.0,0.7790055248618785,0.8757763975155279,0.8465451993635956,1629,3,1269,2020000
v3f2,3,2,2,1.0,1.0,1.0,1.0,0.5522269013848308,3,3,3,18900
v3f2,3,2,2,1.5,1.0,1.0,1.0,0.5522269013848308,3,3,3,18900
v3f2,3,2,2,2.0,1.0,1.0,1.0,0.5522269013848308,3,3,3,18900
v3f2,3,2,2,2.5,1.0,1.0,1.0,0.5522269013848308,3,3,3,18900
v3f2,3,2,2,3.0,1.0,1.0,1.0,0.5522269013848308,3,3,3,18900
b0,3,2,2,1.0,0.3333333333333333,0.000508646998982706,0.001015744032503809,1.1669305962874092,1966,1,1,2000000
b0,3,2,2,1.5,1.0,0.038657171922685654,0.07443682664054849,1.1669305962874092,1966,3,76,2000000
b0,3,2,2,2.0,1.0,0.14954221770091555,0.26017699115044246,1.1669305962874092,1966,3,294,2000000
b0,3,2,2,2.5,1.0,0.31637843336724314,0.48068006182380213,1.1669305962874092,1966,3,622,2000000
b0,3,2,2,3.0,1.0,0.49440488301119023,0.6616746085772635,1.1669305962874092,1966,3,972,2000000
b10,3,2,2,1.0,1.0,0.05609756097560976,0.10623556581986143,0.7390078717882035,1640,3,92,2020000
b10,3,2,2,1.5,1.0,0.13841463414634148,0.24317086234600965,0.7390078717882035,1640,3,227,2020000
b10,3,2,2,2.0,1.0,0.2847560975609756,0.44328429046037016,0.7390078717882035,1640,3,467,2020000
b10,3,2,2,2.5,1.0,0.5481707317073171,0.7081528160693186,0.7390078717882035,1640,3,899,2020000
b10,3,2,2,3.0,1.0,0.7695121951219512,0.8697450034458994,0.7390078717882035,1640,3,1262,2020000
v3f2,3,3,0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.741122877077566,3,2,2,17430
v3f2,3,3,0,1.5,1.0,1.0,1.0,0.741122877077566,3,3,3,17430
v3f2,3,3,0,2.0,1.0,1.0,1.0,0.741122877077566,3,3,3,17430
v3f2,3,3,0,2.5,1.0,1.0,1.0,0.741122877077566,3,3,3,17430
v3f2,3,3,0,3.0,1.0,1.0,1.0,0.741122877077566,3,3,3,17430
b0,3,3,0,1.0,0.6666666666666666,0.003121748178980229,0.0062143966856551,0.9123855168043734,1922,2,6,2000000
b0,3,3,0,1.5,1.0,0.040062434963579606,0.07703851925962982,0.9123855168043734,1922,3,77,2000000
b0,3,3,0,2.0,1.0,0.22320499479708636,0.36495108464483195,0.9123855168043734,1922,3,429,2000000
b0,3,3,0,2.5,1.0,0.5400624349635796,0.7013513513513514,0.9123855168043734,1922,3,1038,2000000
b0,3,3,0,3.0,1.0,0.7986472424557752,0.8880532253398901,0.9123855168043734,1922,3,1535,2000000
b10,3,3,0,1.0,0.6666666666666666,0.031204644412191583,0.05961871750433276,0.6911610767141507,1378,2,43,2020000
b10,3,3,0,1.5,1.0,0.25689404934687954,0.4087759815242495,0.6911610767141507,1378,3,354,2020000
b10,3,3,0,2.0,1.0,0.6944847605224964,0.8197002141327624,0.6911610767141507,1378,3,957,2020000
b10,3,3,0,2.5,1.0,0.9143686502177069,0.9552691432903715,0.6911610767141507,1378,3,1260,2020000
b10,3,3,0,3.0,1.0,0.9825834542815675,0.9912152269399707,0.6911610767141507,1378,3,1354,2020000
v3f2,3,3,1,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.741165899138624,3,2,2,17650
v3f2,3,3,1,1.5,1.0,1.0,1.0,0.741165899138624,3,3,3,17650
v3f2,3,3,1,2.0,1.0,1.0,1.0,0.741165899138624,3,3,3,17650
v3f2,3,3,1,2.5,1.0,1.0,1.0,0.741165899138624,3,3,3,17650
v3f2,3,3,1,3.0,1.0,1.0,1.0,0.741165899138624,3,3,3,17650
b0,3,3,1,1.0,0.6666666666666666,0.002074688796680498,0.004136504653567735,0.9911523364399818,1928,2,4,2000000
b0,3,3,1,1.5,1.0,0.044087136929460584,0.08445106805762544,0.9911523364399818,1928,3,85,2000000
b0,3,3,1,2.0,1.0,0.229253112033195,0.37299578059071725,0.9911523364399818,1928,3,442,2000000
b0,3,3,1,2.5,1.0,0.5575726141078838,0.7159507159507159,0.9911523364399818,1928,3,1075,2000000
b0,3,3,1,3.0,1.0,0.8122406639004149,0.8963938179736691,0.9911523364399818,1928,3,1566,2000000
b10,3,3,1,1.0,1.0,0.023206751054852322,0.04536082474226804,0.6489095391096719,1422,3,33,2020000
b10,3,3,1,1.5,1.0,0.25246132208157523,0.4031443009545199,0.6489095391096719,1422,3,359,2020000
b10,3,3,1,2.0,1.0,0.670182841068917,0.8025263157894736,0.6489095391096719,1422,3,953,2020000
b10,3,3,1,2.5,1.0,0.9113924050632911,0.9536423841059603,0.6489095391096719,1422,3,1296,2020000
b10,3,3,1,3.0,1.0,0.9796061884669479,0.9896980461811723,0.6489095391096719,1422,3,1393,2020000
v3f2,3,3,2,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7400607622898496,3,2,2,17740
v3f2,3,3,2,1.5,1.0,1.0,1.0,0.7400607622898496,3,3,3,17740
v3f2,3,3,2,2.0,1.0,1.0,1.0,0.7400607622898496,3,3,3,17740
v3f2,3,3,2,2.5,1.0,1.0,1.0,0.7400607622898496,3,3,3,17740
v3f2,3,3,2,3.0,1.0,1.0,1.0,0.7400607622898496,3,3,3,17740
b0,3,3,2,1.0,0.6666666666666666,0.003602676273803397,0.007166624008190427,0.9237927383624411,1943,2,7,2000000
b0,3,3,2,1.5,1.0,0.03860010293360782,0.07433102081268582,0.9237927383624411,1943,3,75,2000000
b0,3,3,2,2.0,1.0,0.2125579001544004,0.35059422750424446,0.9237927383624411,1943,3,413,2000000
b0,3,3,2,2.5,1.0,0.5393721049922799,0.700768973587429,0.9237927383624411,1943,3,1048,2000000
b0,3,3,2,3.0,1.0,0.817807514153371,0.8997734994337485,0.9237927383624411,1943,3,1589,2000000
b10,3,3,2,1.0,1.0,0.027837259100642397,0.05416666666666666,0.6056866896324161,1401,3,39,2020000
b10,3,3,2,1.5,1.0,0.26124197002141325,0.41426146010186754,0.6056866896324161,1401,3,366,2020000
b10,3,3,2,2.0,1.0,0.6930763740185582,0.8187183811129848,0.6056866896324161,1401,3,971,2020000
b10,3,3,2,2.5,1.0,0.9129193433261956,0.9544776119402986,0.6056866896324161,1401,3,1279,2020000
b10,3,3,2,3.0,1.0,0.9778729478943612,0.9888127029953085,0.6056866896324161,1401,3,1370,2020000
v3f2,3,4,0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.4683767873450984,3,1,1,19900
v3f2,3,4,0,1.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.4683767873450984,3,1,1,19900
v3f2,3,4,0,2.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.4683767873450984,3,2,2,19900
v3f2,3,4,0,2.5,1.0,1.0,1.0,1.4683767873450984,3,3,3,19900
v3f2,3,4,0,3.0,1.0,1.0,1.0,1.4683767873450984,3,3,3,19900
b0,3,4,0,1.0,0.3333333333333333,0.0010080645161290322,0.002010050251256281,1.2818246169918046,1984,1,2,2000000
b0,3,4,0,1.5,0.6666666666666666,0.010584677419354838,0.0208385016125031,1.2818246169918046,1984,2,21,2000000
b0,3,4,0,2.0,1.0,0.06703629032258064,0.1256495040151157,1.2818246169918046,1984,3,133,2000000
b0,3,4,0,2.5,1.0,0.23840725806451613,0.38502238502238506,1.2818246169918046,1984,3,473,2000000
b0,3,4,0,3.0,1.0,0.47076612903225806,0.6401644962302947,1.2818246169918046,1984,3,934,2000000
b10,3,4,0,1.0,0.3333333333333333,0.0033149171270718232,0.006564551422319475,0.9431126894704023,1810,1,6,2020000
b10,3,4,0,1.5,1.0,0.09889502762430939,0.17998994469582705,0.9431126894704023,1810,3,179,2020000
b10,3,4,0,2.0,1.0,0.33867403314917127,0.5059843169624433,0.9431126894704023,1810,3,613,2020000
b10,3,4,0,2.5,1.0,0.5696132596685083,0.72580077437522,0.9431126894704023,1810,3,1031,2020000
b10,3,4,0,3.0,1.0,0.7486187845303868,0.8562401263823064,0.9431126894704023,1810,3,1355,2020000
v3f2,3,4,1,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.4679617465712733,3,1,1,20000
v3f2,3,4,1,1.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.4679617465712733,3,1,1,20000
v3f2,3,4,1,2.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.4679617465712733,3,2,2,20000
v3f2,3,4,1,2.5,1.0,1.0,1.0,1.4679617465712733,3,3,3,20000
v3f2,3,4,1,3.0,1.0,1.0,1.0,1.4679617465712733,3,3,3,20000
b0,3,4,1,1.0,0.3333333333333333,0.0005040322580645161,0.0010065425264217413,1.3081294813962956,1984,1,1,2000000
b0,3,4,1,1.5,0.6666666666666666,0.011592741935483871,0.022789199900916525,1.3081294813962956,1984,2,23,2000000
b0,3,4,1,2.0,1.0,0.07862903225806452,0.14579439252336449,1.3081294813962956,1984,3,156,2000000
b0,3,4,1,2.5,1.0,0.24143145161290322,0.38895655704425497,1.3081294813962956,1984,3,479,2000000
b0,3,4,1,3.0,1.0,0.4884072580645161,0.6562817473755503,1.3081294813962956,1984,3,969,2000000
b10,3,4,1,1.0,0.3333333333333333,0.004980630879911455,0.009814612868047983,1.1426698097018195,1807,1,9,2020000
b10,3,4,1,1.5,1.0,0.09684560044272275,0.17658930373360243,1.1426698097018195,1807,3,175,2020000
b10,3,4,1,2.0,1.0,0.33536247924737134,0.5022793203481144,1.1426698097018195,1807,3,606,2020000
b10,3,4,1,2.5,1.0,0.5722191477587161,0.7279127067933826,1.1426698097018195,1807,3,1034,2020000
b10,3,4,1,3.0,1.0,0.7542888765910348,0.8599369085173502,1.1426698097018195,1807,3,1363,2020000
v3f2,3,4,2,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.4658714521182228,3,1,1,19900
v3f2,3,4,2,1.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.4658714521182228,3,1,1,19900
v3f2,3,4,2,2.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.4658714521182228,3,2,2,19900
v3f2,3,4,2,2.5,1.0,1.0,1.0,1.4658714521182228,3,3,3,19900
v3f2,3,4,2,3.0,1.0,1.0,1.0,1.4658714521182228,3,3,3,19900
b0,3,4,2,1.0,0.3333333333333333,0.0010070493454179255,0.0020080321285140565,1.242228519818122,1986,1,2,2000000
b0,3,4,2,1.5,0.6666666666666666,0.007049345417925478,0.013951170901843548,1.242228519818122,1986,2,14,2000000
b0,3,4,2,2.0,1.0,0.06646525679758308,0.12464589235127478,1.242228519818122,1986,3,132,2000000
b0,3,4,2,2.5,1.0,0.21701913393756295,0.3566404633843608,1.242228519818122,1986,3,431,2000000
b0,3,4,2,3.0,1.0,0.46676737160120846,0.6364572605561277,1.242228519818122,1986,3,927,2000000
b10,3,4,2,1.0,0.3333333333333333,0.005500550055005501,0.010822510822510824,1.0046366242235198,1818,1,10,2020000
b10,3,4,2,1.5,1.0,0.08965896589658966,0.16456335184250379,1.0046366242235198,1818,3,163,2020000
b10,3,4,2,2.0,1.0,0.3371837183718372,0.5043192102015632,1.0046366242235198,1818,3,613,2020000
b10,3,4,2,2.5,1.0,0.5814081408140814,0.735304347826087,1.0046366242235198,1818,3,1057,2020000
b10,3,4,2,3.0,1.0,0.7662266226622663,0.8676424789785114,1.0046366242235198,1818,3,1393,2020000
v3f2,4,0,0,1.0,0.5,0.5,0.5,1.2830225749798863,4,2,2,18050
v3f2,4,0,0,1.5,0.75,0.75,0.75,1.2830225749798863,4,3,3,18050
v3f2,4,0,0,2.0,0.75,0.75,0.75,1.2830225749798863,4,3,3,18050
v3f2,4,0,0,2.5,1.0,1.0,1.0,1.2830225749798863,4,4,4,18050
v3f2,4,0,0,3.0,1.0,1.0,1.0,1.2830225749798863,4,4,4,18050
b0,4,0,0,1.0,0.5,0.003076923076923077,0.0061162079510703364,1.0034847906457587,1950,2,6,2000000
b0,4,0,0,1.5,1.0,0.038461538461538464,0.07407407407407407,1.0034847906457587,1950,4,75,2000000
b0,4,0,0,2.0,1.0,0.2241025641025641,0.3661499790532049,1.0034847906457587,1950,4,437,2000000
b0,4,0,0,2.5,1.0,0.5548717948717948,0.7137203166226912,1.0034847906457587,1950,4,1082,2000000
b0,4,0,0,3.0,1.0,0.8235897435897436,0.9032620922384701,1.0034847906457587,1950,4,1606,2000000
b10,4,0,0,1.0,0.5,0.031189083820662766,0.058715596330275226,0.8654330260808663,1539,2,48,2020000
b10,4,0,0,1.5,1.0,0.29759584145549056,0.4586880320480721,0.8654330260808663,1539,4,458,2020000
b10,4,0,0,2.0,1.0,0.695906432748538,0.8206896551724138,0.8654330260808663,1539,4,1071,2020000
b10,4,0,0,2.5,1.0,0.8934372969460689,0.9437199725463281,0.8654330260808663,1539,4,1375,2020000
b10,4,0,0,3.0,1.0,0.9753086419753086,0.9875,0.8654330260808663,1539,4,1501,2020000
v3f2,4,0,1,1.0,0.5,0.5,0.5,1.2801925218750003,4,2,2,17910
v3f2,4,0,1,1.5,0.75,0.75,0.75,1.2801925218750003,4,3,3,17910
v3f2,4,0,1,2.0,0.75,0.75,0.75,1.2801925218750003,4,3,3,17910
v3f2,4,0,1,2.5,1.0,1.0,1.0,1.2801925218750003,4,4,4,17910
v3f2,4,0,1,3.0,1.0,1.0,1.0,1.2801925218750003,4,4,4,17910
b0,4,0,1,1.0,0.25,0.0010183299389002036,0.0020283975659229204,1.1383752201481991,1964,1,2,2000000
b0,4,0,1,1.5,1.0,0.043279022403258656,0.08296730112249878,1.1383752201481991,1964,4,85,2000000
b0,4,0,1,2.0,1.0,0.23370672097759673,0.3788691704498556,1.1383752201481991,1964,4,459,2000000
b0,4,0,1,2.5,1.0,0.5651731160896131,0.7221860767729342,1.1383752201481991,1964,4,1110,2000000
b0,4,0,1,3.0,1.0,0.8309572301425662,0.9076751946607342,1.1383752201481991,1964,4,1632,2000000
b10,4,0,1,1.0,1.0,0.027686222808174028,0.05388069275176395,0.8230453055583152,1517,4,42,2020000
b10,4,0,1,1.5,1.0,0.3065260382333553,0.4692230070635721,0.8230453055583152,1517,4,465,2020000
b10,4,0,1,2.0,1.0,0.6947923533289387,0.8199144301828083,0.8230453055583152,1517,4,1054,2020000
b10,4,0,1,2.5,1.0,0.8892551087673038,0.9413817166782972,0.8230453055583152,1517,4,1349,2020000
b10,4,0,1,3.0,1.0,0.965721819380356,0.9825620389000671,0.8230453055583152,1517,4,1465,2020000
v3f2,4,0,2,1.0,0.5,0.4,0.4444444444444445,1.2662099547687997,5,2,2,17930
v3f2,4,0,2,1.5,0.75,0.6,0.6666666666666665,1.2662099547687997,5,3,3,17930
v3f2,4,0,2,2.0,0.75,0.6,0.6666666666666665,1.2662099547687997,5,3,3,17930
v3f2,4,0,2,2.5,1.0,1.0,1.0,1.2662099547687997,5,4,5,17930
v3f2,4,0,2,3.0,1.0,1.0,1.0,1.2662099547687997,5,4,5,17930
b0,4,0,2,1.0,0.75,0.0030534351145038168,0.006082108464267613,1.0575637013347159,1965,3,6,2000000
b0,4,0,2,1.5,1.0,0.035623409669211195,0.0687960687960688,1.0575637013347159,1965,4,70,2000000
b0,4,0,2,2.0,1.0,0.216793893129771,0.35633626097867,1.0575637013347159,1965,4,426,2000000
b0,4,0,2,2.5,1.0,0.556234096692112,0.7148463047743624,1.0575637013347159,1965,4,1093,2000000
b0,4,0,2,3.0,1.0,0.821882951653944,0.9022346368715083,1.0575637013347159,1965,4,1615,2000000
b10,4,0,2,1.0,0.75,0.025333333333333333,0.049011177987962166,0.8398991177472446,1500,3,38,2020000
b10,4,0,2,1.5,1.0,0.304,0.4662576687116564,0.8398991177472446,1500,4,456,2020000
b10,4,0,2,2.0,1.0,0.684,0.8123515439429928,0.8398991177472446,1500,4,1026,2020000
b10,4,0,2,2.5,1.0,0.882,0.9373007438894793,0.8398991177472446,1500,4,1323,2020000
b10,4,0,2,3.0,1.0,0.976,0.9878542510121457,0.8398991177472446,1500,4,1464,2020000
v3f2,4,1,0,1.0,0.25,0.25,0.25,1.1629378852825694,4,1,1,19310
v3f2,4,1,0,1.5,0.75,0.75,0.75,1.1629378852825694,4,3,3,19310
v3f2,4,1,0,2.0,1.0,1.0,1.0,1.1629378852825694,4,4,4,19310
v3f2,4,1,0,2.5,1.0,1.0,1.0,1.1629378852825694,4,4,4,19310
v3f2,4,1,0,3.0,1.0,1.0,1.0,1.1629378852825694,4,4,4,19310
b0,4,1,0,1.0,0.75,0.0020090406830738324,0.004007346802471198,1.0153459646311969,1991,3,4,2000000
b0,4,1,0,1.5,1.0,0.012054244098442994,0.02382133995037221,1.0153459646311969,1991,4,24,2000000
b0,4,1,0,2.0,1.0,0.07885484681064792,0.1461824953445065,1.0153459646311969,1991,4,157,2000000
b0,4,1,0,2.5,1.0,0.2646911099949774,0.41858617950754573,1.0153459646311969,1991,4,527,2000000
b0,4,1,0,3.0,1.0,0.4992466097438473,0.665996649916248,1.0153459646311969,1991,4,994,2000000
b10,4,1,0,1.0,1.0,0.012312633832976445,0.024325753569539924,0.9052270442259752,1868,4,23,2020000
b10,4,1,0,1.5,1.0,0.10813704496788008,0.19516908212560388,0.9052270442259752,1868,4,202,2020000
b10,4,1,0,2.0,1.0,0.31102783725910066,0.47447937933850554,0.9052270442259752,1868,4,581,2020000
b10,4,1,0,2.5,1.0,0.5819057815845824,0.7357021996615906,0.9052270442259752,1868,4,1087,2020000
b10,4,1,0,3.0,1.0,0.7960385438972163,0.8864381520119224,0.9052270442259752,1868,4,1487,2020000
v3f2,4,1,1,1.0,0.25,0.25,0.25,1.162808085015064,4,1,1,19590
v3f2,4,1,1,1.5,0.75,0.75,0.75,1.162808085015064,4,3,3,19590
v3f2,4,1,1,2.0,1.0,1.0,1.0,1.162808085015064,4,4,4,19590
v3f2,4,1,1,2.5,1.0,1.0,1.0,1.162808085015064,4,4,4,19590
v3f2,4,1,1,3.0,1.0,1.0,1.0,1.162808085015064,4,4,4,19590
b0,4,1,1,1.0,0.25,0.0005017561465127947,0.00100150225338007,1.1820547462780522,1993,1,1,2000000
b0,4,1,1,1.5,1.0,0.016056196688409432,0.03160493827160494,1.1820547462780522,1993,4,32,2000000
b0,4,1,1,2.0,1.0,0.08730556949322629,0.1605906783571758,1.1820547462780522,1993,4,174,2000000
b0,4,1,1,2.5,1.0,0.2674360260913196,0.42201108471892324,1.1820547462780522,1993,4,533,2000000
b0,4,1,1,3.0,1.0,0.4932262920220773,0.6606182795698925,1.1820547462780522,1993,4,983,2000000
b10,4,1,1,1.0,0.75,0.009076348104644954,0.017935642693863194,0.8530472091188279,1873,3,17,2020000
b10,4,1,1,1.5,1.0,0.10250934329951948,0.18595641646489103,0.8530472091188279,1873,4,192,2020000
b10,4,1,1,2.0,1.0,0.3021890016017085,0.4641246412464125,0.8530472091188279,1873,4,566,2020000
b10,4,1,1,2.5,1.0,0.5819540843566471,0.7357408032399595,0.8530472091188279,1873,4,1090,2020000
b10,4,1,1,3.0,1.0,0.806727175654031,0.8930260047281324,0.8530472091188279,1873,4,1511,2020000
v3f2,4,1,2,1.0,0.25,0.25,0.25,1.1614864274228678,4,1,1,19780
v3f2,4,1,2,1.5,0.75,0.75,0.75,1.1614864274228678,4,3,3,19780
v3f2,4,1,2,2.0,1.0,1.0,1.0,1.1614864274228678,4,4,4,19780
v3f2,4,1,2,2.5,1.0,1.0,1.0,1.1614864274228678,4,4,4,19780
