run_name,modes_path,checkpoint,method,r_value,seed,n_samples,k_neighbors,annotation_flag,population_scope,selected_modes,cell_coverage_pct_r0.25,cell_coverage_pct_r0.5,cell_coverage_pct_r0.75,cell_coverage_pct_r1,cell_coverage_pct_r1.5
labeled_b0_n1000_R1.5_seed2,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b0_n1000_R1.5_seed2.npy,labeled,b0,1.5,2,1000.0,100.0,confident_without_distance,all_cells,318,0.0005986446684705827,0.1712123751825866,1.766600416656689,8.595938794569095,34.937501496611674
labeled_b0_n1000_R1.5_seed2,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b0_n1000_R1.5_seed2.npy,labeled,b0,1.5,2,1000.0,100.0,confident_global_distance,labeled_cells,318,0.0012232864814610935,0.3364037824018007,3.4594541695719716,16.330874527505596,59.93247458622335
labeled_b0_n1000_R1.5_seed2,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b0_n1000_R1.5_seed2.npy,labeled,b0,1.5,2,1000.0,100.0,confident_global_distance,all_cells,318,0.0005986446684705827,0.1712123751825866,1.766600416656689,8.595938794569095,34.937501496611674
labeled_b0_n1000_R1.5_seed2,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b0_n1000_R1.5_seed2.npy,labeled,b0,1.5,2,1000.0,100.0,confident_population_distance,labeled_cells,306,0.0012232864814610935,0.3364037824018007,3.4594541695719716,16.329651241024134,59.88843627289074
labeled_b0_n1000_R1.5_seed2,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b0_n1000_R1.5_seed2.npy,labeled,b0,1.5,2,1000.0,100.0,confident_population_distance,all_cells,306,0.0005986446684705827,0.1712123751825866,1.766600416656689,8.595340149900625,34.90996384186202
labeled_b0_n1000_R1.5_seed3,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b0_n1000_R1.5_seed3.npy,labeled,b0,1.5,3,1000.0,,all_raw_modes,labeled_cells,622,0.0,0.30337504740235116,4.192202771967167,19.26553879653076,69.61111722754352
labeled_b0_n1000_R1.5_seed3,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b0_n1000_R1.5_seed3.npy,labeled,b0,1.5,3,1000.0,,all_raw_modes,all_cells,622,0.0,0.15385167979693973,2.186250329254568,10.52237733770743,44.354182131653936
labeled_b0_n1000_R1.5_seed3,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b0_n1000_R1.5_seed3.npy,labeled,b0,1.5,3,1000.0,100.0,confident_without_distance,labeled_cells,308,0.0,0.27279288536582386,3.653956720124286,16.690520753055157,60.11229769899813
labeled_b0_n1000_R1.5_seed3,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b0_n1000_R1.5_seed3.npy,labeled,b0,1.5,3,1000.0,100.0,confident_without_distance,all_cells,308,0.0,0.13589233974282225,1.8665740762912764,8.824621057924858,34.941093364622496
labeled_b0_n1000_R1.5_seed3,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b0_n1000_R1.5_seed3.npy,labeled,b0,1.5,3,1000.0,100.0,confident_global_distance,labeled_cells,308,0.0,0.27279288536582386,3.653956720124286,16.690520753055157,60.11229769899813
labeled_b0_n1000_R1.5_seed3,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b0_n1000_R1.5_seed3.npy,labeled,b0,1.5,3,1000.0,100.0,confident_global_distance,all_cells,308,0.0,0.13589233974282225,1.8665740762912764,8.824621057924858,34.941093364622496
labeled_b0_n1000_R1.5_seed3,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b0_n1000_R1.5_seed3.npy,labeled,b0,1.5,3,1000.0,100.0,confident_population_distance,labeled_cells,300,0.0,0.27279288536582386,3.653956720124286,16.688074180092237,60.067036099184065
labeled_b0_n1000_R1.5_seed3,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b0_n1000_R1.5_seed3.npy,labeled,b0,1.5,3,1000.0,100.0,confident_population_distance,all_cells,300,0.0,0.13589233974282225,1.8665740762912764,8.823423768587917,34.91834486722061
labeled_b0_n1000_R1.5_seed4,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b0_n1000_R1.5_seed4.npy,labeled,b0,1.5,4,1000.0,,all_raw_modes,labeled_cells,615,0.0012232864814610935,0.2825791772175126,4.313308133631815,19.587263141155027,69.74812531346716
labeled_b0_n1000_R1.5_seed4,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b0_n1000_R1.5_seed4.npy,labeled,b0,1.5,4,1000.0,,all_raw_modes,all_cells,615,0.0005986446684705827,0.14547065443835158,2.2149852733411555,10.638514403390724,44.95342544479299
labeled_b0_n1000_R1.5_seed4,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b0_n1000_R1.5_seed4.npy,labeled,b0,1.5,4,1000.0,100.0,confident_without_distance,labeled_cells,342,0.0012232864814610935,0.275239458328746,4.091893280487358,17.904020942664562,60.78877512324611
labeled_b0_n1000_R1.5_seed4,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b0_n1000_R1.5_seed4.npy,labeled,b0,1.5,4,1000.0,100.0,confident_without_distance,all_cells,342,0.0005986446684705827,0.1412801417590575,2.077296999592922,9.446612868465794,35.5780512918752
labeled_b0_n1000_R1.5_seed4,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b0_n1000_R1.5_seed4.npy,labeled,b0,1.5,4,1000.0,100.0,confident_global_distance,labeled_cells,342,0.0012232864814610935,0.275239458328746,4.091893280487358,17.904020942664562,60.78877512324611
labeled_b0_n1000_R1.5_seed4,results_levine13/additional_complete_fixed_checkpoint/baseline_seeds/modes_labeled_b0_n1000_R1.5_seed4.npy,labeled,b0,1.5,4,1000.0,100.0,confident_global_distance,all_cells,342,0.0005986446684705827,0.1412801417590575,2.077296999592922,9.446612868465794,35.5780512918752
